,Unnamed: 0,files_list,image_name,identity_name,enrolled,ethnicity,Age,Identity,UnifiedQualityScore.scalar,HeadPoseYaw.scalar,HeadPosePitch.scalar,HeadPoseRoll.scalar,children_agegroup
312,2143,African_m.02z21c6/m.02z21c6_0001.jpg,m.02z21c6_0001,m.02z21c6,enrolled,African,38,m.02z21c6,78,100,94,100,
313,2145,African_m.02z21c6/m.02z21c6_0003.jpg,m.02z21c6_0003,m.02z21c6,enrolled,African,42,m.02z21c6,73,100,96,100,
314,2147,African_m.02z2nf/m.02z2nf_0002.jpg,m.02z2nf_0002,m.02z2nf,enrolled,African,37,m.02z2nf,55,77,99,100,
320,2171,African_m.02z4_cz/m.02z4_cz_0003.jpg,m.02z4_cz_0003,m.02z4_cz,enrolled,African,30,m.02z4_cz,55,96,99,100,
321,2180,African_m.02z7vyy/m.02z7vyy_0001.jpg,m.02z7vyy_0001,m.02z7vyy,enrolled,African,27,m.02z7vyy,55,100,97,100,
322,2186,African_m.02zb5gw/m.02zb5gw_0002.jpg,m.02zb5gw_0002,m.02zb5gw,enrolled,African,27,m.02zb5gw,82,100,99,100,
323,2187,African_m.02zb5gw/m.02zb5gw_0003.jpg,m.02zb5gw_0003,m.02zb5gw,enrolled,African,24,m.02zb5gw,82,100,100,100,
324,2197,African_m.02z_nn/m.02z_nn_0003.jpg,m.02z_nn_0003,m.02z_nn,enrolled,African,27,m.02z_nn,80,100,99,100,
325,2198,African_m.02z_nn/m.02z_nn_0004.jpg,m.02z_nn_0004,m.02z_nn,enrolled,African,26,m.02z_nn,69,100,100,100,
326,2199,African_m.02_0yh/m.02_0yh_0001.jpg,m.02_0yh_0001,m.02_0yh,enrolled,African,35,m.02_0yh,92,97,100,100,
327,2201,African_m.02_0yh/m.02_0yh_0003.jpg,m.02_0yh_0003,m.02_0yh,enrolled,African,25,m.02_0yh,82,96,100,100,
328,2211,African_m.030hf3/m.030hf3_0001.jpg,m.030hf3_0001,m.030hf3,enrolled,African,26,m.030hf3,55,91,99,100,
335,2246,African_m.033qlf/m.033qlf_0002.jpg,m.033qlf_0002,m.033qlf,enrolled,African,42,m.033qlf,59,99,97,100,
341,2271,African_m.03814m/m.03814m_0001.jpg,m.03814m_0001,m.03814m,enrolled,African,32,m.03814m,77,100,100,100,
343,2277,African_m.0384sz/m.0384sz_0004.jpg,m.0384sz_0004,m.0384sz,enrolled,African,23,m.0384sz,68,87,98,100,
344,2279,African_m.038fpr/m.038fpr_0002.jpg,m.038fpr_0002,m.038fpr,enrolled,African,36,m.038fpr,83,97,100,100,
345,2280,African_m.038fpr/m.038fpr_0003.jpg,m.038fpr_0003,m.038fpr,enrolled,African,38,m.038fpr,86,100,99,100,
346,2282,African_m.038kx4/m.038kx4_0002.jpg,m.038kx4_0002,m.038kx4,enrolled,African,40,m.038kx4,69,98,100,100,
349,2300,African_m.03brwtn/m.03brwtn_0002.jpg,m.03brwtn_0002,m.03brwtn,enrolled,African,44,m.03brwtn,82,100,100,100,
351,2303,African_m.03by2wy/m.03by2wy_0004.jpg,m.03by2wy_0004,m.03by2wy,enrolled,African,22,m.03by2wy,73,99,94,100,
352,2319,African_m.03c22y2/m.03c22y2_0001.jpg,m.03c22y2_0001,m.03c22y2,enrolled,African,21,m.03c22y2,82,94,94,100,
353,2321,African_m.03c22y2/m.03c22y2_0003.jpg,m.03c22y2_0003,m.03c22y2,enrolled,African,23,m.03c22y2,92,100,99,100,
354,2326,African_m.03c31xs/m.03c31xs_0001.jpg,m.03c31xs_0001,m.03c31xs,enrolled,African,33,m.03c31xs,69,100,100,100,
355,2327,African_m.03c31xs/m.03c31xs_0002.jpg,m.03c31xs_0002,m.03c31xs,enrolled,African,31,m.03c31xs,68,99,99,100,
356,2329,African_m.03c31xs/m.03c31xs_0004.jpg,m.03c31xs_0004,m.03c31xs,enrolled,African,32,m.03c31xs,89,100,100,100,
360,2366,African_m.03cdj9p/m.03cdj9p_0003.jpg,m.03cdj9p_0003,m.03cdj9p,enrolled,African,22,m.03cdj9p,88,98,100,100,
361,2367,African_m.03cdj9p/m.03cdj9p_0004.jpg,m.03cdj9p_0004,m.03cdj9p,enrolled,African,23,m.03cdj9p,83,97,99,100,
362,2378,African_m.03clwtj/m.03clwtj_0002.jpg,m.03clwtj_0002,m.03clwtj,enrolled,African,24,m.03clwtj,83,100,100,100,
363,2379,African_m.03clwtj/m.03clwtj_0003.jpg,m.03clwtj_0003,m.03clwtj,enrolled,African,35,m.03clwtj,85,100,100,100,
364,2390,African_m.03cmh3f/m.03cmh3f_0003.jpg,m.03cmh3f_0003,m.03cmh3f,enrolled,African,31,m.03cmh3f,84,100,100,100,
365,2392,African_m.03cmp8/m.03cmp8_0001.jpg,m.03cmp8_0001,m.03cmp8,enrolled,African,34,m.03cmp8,92,100,100,100,
366,2394,African_m.03cmp8/m.03cmp8_0003.jpg,m.03cmp8_0003,m.03cmp8,enrolled,African,36,m.03cmp8,88,96,99,100,
368,2406,African_m.03cpycy/m.03cpycy_0001.jpg,m.03cpycy_0001,m.03cpycy,enrolled,African,22,m.03cpycy,68,100,98,100,
369,2410,African_m.03cqw7m/m.03cqw7m_0001.jpg,m.03cqw7m_0001,m.03cqw7m,enrolled,African,26,m.03cqw7m,75,100,99,100,
373,2417,African_m.03cqxxc/m.03cqxxc_0001.jpg,m.03cqxxc_0001,m.03cqxxc,enrolled,African,44,m.03cqxxc,71,100,94,100,
374,2420,African_m.03cqxxc/m.03cqxxc_0004.jpg,m.03cqxxc_0004,m.03cqxxc,enrolled,African,48,m.03cqxxc,87,100,100,100,
375,2425,African_m.03cr30s/m.03cr30s_0002.jpg,m.03cr30s_0002,m.03cr30s,enrolled,African,27,m.03cr30s,67,86,93,100,
376,2434,African_m.03cvfkn/m.03cvfkn_0001.jpg,m.03cvfkn_0001,m.03cvfkn,enrolled,African,24,m.03cvfkn,68,70,100,100,
377,2438,African_m.03cvwck/m.03cvwck_0001.jpg,m.03cvwck_0001,m.03cvwck,enrolled,African,30,m.03cvwck,87,100,97,100,
378,2440,African_m.03cvwck/m.03cvwck_0003.jpg,m.03cvwck_0003,m.03cvwck,enrolled,African,27,m.03cvwck,82,100,99,100,
379,2441,African_m.03cvwck/m.03cvwck_0004.jpg,m.03cvwck_0004,m.03cvwck,enrolled,African,24,m.03cvwck,73,100,95,100,
380,2442,African_m.03cwdfz/m.03cwdfz_0001.jpg,m.03cwdfz_0001,m.03cwdfz,enrolled,African,39,m.03cwdfz,95,96,98,100,
381,2444,African_m.03cwdfz/m.03cwdfz_0003.jpg,m.03cwdfz_0003,m.03cwdfz,enrolled,African,37,m.03cwdfz,88,96,99,100,
382,2475,African_m.03d13n8/m.03d13n8_0002.jpg,m.03d13n8_0002,m.03d13n8,enrolled,African,26,m.03d13n8,73,99,100,100,
384,2485,African_m.03d2bw/m.03d2bw_0001.jpg,m.03d2bw_0001,m.03d2bw,enrolled,African,25,m.03d2bw,84,100,100,100,
385,2487,African_m.03d2bw/m.03d2bw_0003.jpg,m.03d2bw_0003,m.03d2bw,enrolled,African,28,m.03d2bw,83,98,98,100,
386,2488,African_m.03d2bw/m.03d2bw_0004.jpg,m.03d2bw_0004,m.03d2bw,enrolled,African,29,m.03d2bw,88,98,100,100,
387,2497,African_m.03d63jl/m.03d63jl_0002.jpg,m.03d63jl_0002,m.03d63jl,enrolled,African,31,m.03d63jl,83,100,98,100,
388,2498,African_m.03d63jl/m.03d63jl_0003.jpg,m.03d63jl_0003,m.03d63jl,enrolled,African,25,m.03d63jl,90,95,98,100,
389,2503,African_m.03d69b3/m.03d69b3_0002.jpg,m.03d69b3_0002,m.03d69b3,enrolled,African,34,m.03d69b3,72,100,100,100,
390,2504,African_m.03d69b3/m.03d69b3_0003.jpg,m.03d69b3_0003,m.03d69b3,enrolled,African,25,m.03d69b3,85,100,100,100,
392,2534,African_m.03f22g8/m.03f22g8_0001.jpg,m.03f22g8_0001,m.03f22g8,enrolled,African,31,m.03f22g8,87,91,97,100,
393,2535,African_m.03f22g8/m.03f22g8_0002.jpg,m.03f22g8_0002,m.03f22g8,enrolled,African,32,m.03f22g8,90,98,100,100,
394,2536,African_m.03f22g8/m.03f22g8_0003.jpg,m.03f22g8_0003,m.03f22g8,enrolled,African,32,m.03f22g8,60,100,100,100,
402,2605,African_m.03gy5z8/m.03gy5z8_0001.jpg,m.03gy5z8_0001,m.03gy5z8,enrolled,African,47,m.03gy5z8,71,100,100,100,
403,2625,African_m.03h15k0/m.03h15k0_0005.jpg,m.03h15k0_0005,m.03h15k0,enrolled,African,43,m.03h15k0,77,79,99,100,
406,2664,African_m.03hjqd7/m.03hjqd7_0001.jpg,m.03hjqd7_0001,m.03hjqd7,enrolled,African,34,m.03hjqd7,78,100,100,100,
407,2672,African_m.03hjwgc/m.03hjwgc_0002.jpg,m.03hjwgc_0002,m.03hjwgc,enrolled,African,22,m.03hjwgc,75,99,95,100,
408,2674,African_m.03hjwgc/m.03hjwgc_0004.jpg,m.03hjwgc_0004,m.03hjwgc,enrolled,African,26,m.03hjwgc,68,100,98,100,
409,2675,African_m.03hjwgc/m.03hjwgc_0005.jpg,m.03hjwgc_0005,m.03hjwgc,enrolled,African,24,m.03hjwgc,70,100,99,100,
410,2676,African_m.03hjwgc/m.03hjwgc_0006.jpg,m.03hjwgc_0006,m.03hjwgc,enrolled,African,27,m.03hjwgc,85,93,99,100,
413,2690,African_m.03hkyvv/m.03hkyvv_0003.jpg,m.03hkyvv_0003,m.03hkyvv,enrolled,African,25,m.03hkyvv,69,94,100,100,
414,2693,African_m.03hkyvv/m.03hkyvv_0006.jpg,m.03hkyvv_0006,m.03hkyvv,enrolled,African,26,m.03hkyvv,69,79,100,100,
416,2702,African_m.03hmydc/m.03hmydc_0001.jpg,m.03hmydc_0001,m.03hmydc,enrolled,African,27,m.03hmydc,78,98,100,100,
417,2704,African_m.03hmydc/m.03hmydc_0003.jpg,m.03hmydc_0003,m.03hmydc,enrolled,African,26,m.03hmydc,88,100,99,100,
419,2707,African_m.03hnyhr/m.03hnyhr_0002.jpg,m.03hnyhr_0002,m.03hnyhr,enrolled,African,28,m.03hnyhr,87,86,98,100,
420,2710,African_m.03hnyhr/m.03hnyhr_0005.jpg,m.03hnyhr_0005,m.03hnyhr,enrolled,African,22,m.03hnyhr,68,96,96,100,
421,2716,African_m.03hp91w/m.03hp91w_0003.jpg,m.03hp91w_0003,m.03hp91w,enrolled,African,46,m.03hp91w,72,93,100,100,
422,2717,African_m.03hp91w/m.03hp91w_0004.jpg,m.03hp91w_0004,m.03hp91w,enrolled,African,45,m.03hp91w,70,95,99,100,
423,2723,African_m.03hzzrj/m.03hzzrj_0001.jpg,m.03hzzrj_0001,m.03hzzrj,enrolled,African,52,m.03hzzrj,73,98,100,100,
424,2725,African_m.03hzzrj/m.03hzzrj_0003.jpg,m.03hzzrj_0003,m.03hzzrj,enrolled,African,50,m.03hzzrj,66,99,100,100,
425,2733,African_m.03h_lh/m.03h_lh_0002.jpg,m.03h_lh_0002,m.03h_lh,enrolled,African,26,m.03h_lh,65,92,99,99,
426,2734,African_m.03h_lh/m.03h_lh_0003.jpg,m.03h_lh_0003,m.03h_lh,enrolled,African,25,m.03h_lh,64,93,94,100,
427,2736,African_m.03h_lh/m.03h_lh_0005.jpg,m.03h_lh_0005,m.03h_lh,enrolled,African,33,m.03h_lh,78,99,85,100,
428,2744,African_m.03j1r41/m.03j1r41_0002.jpg,m.03j1r41_0002,m.03j1r41,enrolled,African,45,m.03j1r41,83,92,100,100,
429,2745,African_m.03j1r41/m.03j1r41_0003.jpg,m.03j1r41_0003,m.03j1r41,enrolled,African,48,m.03j1r41,86,97,100,100,
433,2777,African_m.03lgw3/m.03lgw3_0002.jpg,m.03lgw3_0002,m.03lgw3,enrolled,African,29,m.03lgw3,55,81,97,99,
435,2780,African_m.03lhl2/m.03lhl2_0002.jpg,m.03lhl2_0002,m.03lhl2,enrolled,African,21,m.03lhl2,85,99,99,100,
436,2794,African_m.03m5tv9/m.03m5tv9_0002.jpg,m.03m5tv9_0002,m.03m5tv9,enrolled,African,44,m.03m5tv9,80,98,100,100,
437,2795,African_m.03m5tv9/m.03m5tv9_0003.jpg,m.03m5tv9_0003,m.03m5tv9,enrolled,African,42,m.03m5tv9,88,100,99,100,
439,2802,African_m.03m63nw/m.03m63nw_0004.jpg,m.03m63nw_0004,m.03m63nw,enrolled,African,28,m.03m63nw,84,99,100,100,
440,2805,African_m.03m7fds/m.03m7fds_0001.jpg,m.03m7fds_0001,m.03m7fds,enrolled,African,29,m.03m7fds,87,99,100,100,
442,2808,African_m.03m7fds/m.03m7fds_0004.jpg,m.03m7fds_0004,m.03m7fds,enrolled,African,24,m.03m7fds,88,95,100,100,
445,2832,African_m.03mdjxb/m.03mdjxb_0003.jpg,m.03mdjxb_0003,m.03mdjxb,enrolled,African,26,m.03mdjxb,82,100,100,100,
446,2839,African_m.03mdqff/m.03mdqff_0003.jpg,m.03mdqff_0003,m.03mdqff,enrolled,African,25,m.03mdqff,73,86,100,100,
447,2852,African_m.03mtj6/m.03mtj6_0001.jpg,m.03mtj6_0001,m.03mtj6,enrolled,African,31,m.03mtj6,88,93,100,100,
450,2856,African_m.03mtj6/m.03mtj6_0005.jpg,m.03mtj6_0005,m.03mtj6,enrolled,African,31,m.03mtj6,75,97,100,100,
456,2891,African_m.03npywk/m.03npywk_0003.jpg,m.03npywk_0003,m.03npywk,enrolled,African,25,m.03npywk,87,92,98,100,
457,2894,African_m.03npzps/m.03npzps_0003.jpg,m.03npzps_0003,m.03npzps,enrolled,African,24,m.03npzps,75,99,99,100,
459,2906,African_m.03nrg5s/m.03nrg5s_0001.jpg,m.03nrg5s_0001,m.03nrg5s,enrolled,African,32,m.03nrg5s,82,100,100,100,
462,2925,African_m.03pfmx/m.03pfmx_0003.jpg,m.03pfmx_0003,m.03pfmx,enrolled,African,30,m.03pfmx,64,72,95,97,
465,2949,African_m.03qgkjb/m.03qgkjb_0002.jpg,m.03qgkjb_0002,m.03qgkjb,enrolled,African,27,m.03qgkjb,72,80,98,100,
466,2950,African_m.03qgkjb/m.03qgkjb_0003.jpg,m.03qgkjb_0003,m.03qgkjb,enrolled,African,34,m.03qgkjb,59,99,94,100,
467,2951,African_m.03qgkjb/m.03qgkjb_0004.jpg,m.03qgkjb_0004,m.03qgkjb,enrolled,African,25,m.03qgkjb,91,100,99,100,
468,2957,African_m.03qkjgr/m.03qkjgr_0002.jpg,m.03qkjgr_0002,m.03qkjgr,enrolled,African,22,m.03qkjgr,59,100,100,100,
470,2965,African_m.03qkv8f/m.03qkv8f_0002.jpg,m.03qkv8f_0002,m.03qkv8f,enrolled,African,28,m.03qkv8f,74,100,100,100,
471,2976,African_m.03qnmk5/m.03qnmk5_0002.jpg,m.03qnmk5_0002,m.03qnmk5,enrolled,African,25,m.03qnmk5,63,83,100,100,
472,2982,African_m.03rh7_/m.03rh7__0003.jpg,m.03rh7__0003,m.03rh7_,enrolled,African,40,m.03rh7_,68,100,98,100,
474,2994,African_m.03rst1/m.03rst1_0001.jpg,m.03rst1_0001,m.03rst1,enrolled,African,32,m.03rst1,92,100,98,100,
475,2996,African_m.03rst1/m.03rst1_0003.jpg,m.03rst1_0003,m.03rst1,enrolled,African,30,m.03rst1,77,100,99,100,
476,2997,African_m.03rst1/m.03rst1_0004.jpg,m.03rst1_0004,m.03rst1,enrolled,African,35,m.03rst1,56,93,100,100,
477,2998,African_m.03s4p_/m.03s4p__0001.jpg,m.03s4p__0001,m.03s4p_,enrolled,African,20,m.03s4p_,88,100,98,100,
478,2999,African_m.03s4p_/m.03s4p__0003.jpg,m.03s4p__0003,m.03s4p_,enrolled,African,25,m.03s4p_,88,100,98,100,
480,3050,African_m.03w9q6c/m.03w9q6c_0001.jpg,m.03w9q6c_0001,m.03w9q6c,enrolled,African,24,m.03w9q6c,91,100,100,100,
481,3051,African_m.03w9q6c/m.03w9q6c_0002.jpg,m.03w9q6c_0002,m.03w9q6c,enrolled,African,24,m.03w9q6c,71,100,99,100,
482,3052,African_m.03w9q6c/m.03w9q6c_0003.jpg,m.03w9q6c_0003,m.03w9q6c,enrolled,African,25,m.03w9q6c,57,100,98,100,
483,3053,African_m.03w9q6c/m.03w9q6c_0004.jpg,m.03w9q6c_0004,m.03w9q6c,enrolled,African,22,m.03w9q6c,81,95,100,100,
484,3054,African_m.03w9q6c/m.03w9q6c_0005.jpg,m.03w9q6c_0005,m.03w9q6c,enrolled,African,24,m.03w9q6c,72,100,100,100,
485,3058,African_m.03wbkfc/m.03wbkfc_0001.jpg,m.03wbkfc_0001,m.03wbkfc,enrolled,African,21,m.03wbkfc,83,100,100,100,
486,3059,African_m.03wbkfc/m.03wbkfc_0002.jpg,m.03wbkfc_0002,m.03wbkfc,enrolled,African,25,m.03wbkfc,60,100,96,100,
487,3060,African_m.03wbkfc/m.03wbkfc_0003.jpg,m.03wbkfc_0003,m.03wbkfc,enrolled,African,23,m.03wbkfc,67,94,96,100,
489,3068,African_m.03wfswh/m.03wfswh_0004.jpg,m.03wfswh_0004,m.03wfswh,enrolled,African,22,m.03wfswh,63,100,99,100,
491,3099,African_m.03y6h1x/m.03y6h1x_0005.jpg,m.03y6h1x_0005,m.03y6h1x,enrolled,African,34,m.03y6h1x,76,100,89,100,
492,3127,African_m.03yhtz4/m.03yhtz4_0003.jpg,m.03yhtz4_0003,m.03yhtz4,enrolled,African,27,m.03yhtz4,89,100,100,100,
493,3145,African_m.03yngkq/m.03yngkq_0001.jpg,m.03yngkq_0001,m.03yngkq,enrolled,African,27,m.03yngkq,75,100,98,100,
494,3147,African_m.03yngkq/m.03yngkq_0003.jpg,m.03yngkq_0003,m.03yngkq,enrolled,African,26,m.03yngkq,70,93,97,100,
495,3166,African_m.03_14b/m.03_14b_0002.jpg,m.03_14b_0002,m.03_14b,enrolled,African,30,m.03_14b,58,100,99,100,
496,3167,African_m.03_14b/m.03_14b_0003.jpg,m.03_14b_0003,m.03_14b,enrolled,African,36,m.03_14b,77,96,99,100,
499,3197,African_m.03_w4m/m.03_w4m_0004.jpg,m.03_w4m_0004,m.03_w4m,enrolled,African,33,m.03_w4m,84,97,99,100,
500,3198,African_m.03_wtr/m.03_wtr_0001.jpg,m.03_wtr_0001,m.03_wtr,enrolled,African,39,m.03_wtr,61,98,100,100,
501,3199,African_m.03_wtr/m.03_wtr_0002.jpg,m.03_wtr_0002,m.03_wtr,enrolled,African,39,m.03_wtr,76,96,99,100,
502,3200,African_m.03_wtr/m.03_wtr_0003.jpg,m.03_wtr_0003,m.03_wtr,enrolled,African,36,m.03_wtr,68,97,100,100,
503,3201,African_m.03_wtr/m.03_wtr_0004.jpg,m.03_wtr_0004,m.03_wtr,enrolled,African,32,m.03_wtr,73,98,93,100,
504,3203,African_m.0403n2s/m.0403n2s_0002.jpg,m.0403n2s_0002,m.0403n2s,enrolled,African,27,m.0403n2s,66,100,100,100,
506,3206,African_m.0403n2s/m.0403n2s_0005.jpg,m.0403n2s_0005,m.0403n2s,enrolled,African,28,m.0403n2s,83,98,99,100,
508,3223,African_m.040g99/m.040g99_0001.jpg,m.040g99_0001,m.040g99,enrolled,African,24,m.040g99,58,79,97,100,
510,3257,African_m.041js5/m.041js5_0001.jpg,m.041js5_0001,m.041js5,enrolled,African,34,m.041js5,59,97,90,100,
511,3258,African_m.041js5/m.041js5_0002.jpg,m.041js5_0002,m.041js5,enrolled,African,46,m.041js5,59,98,100,100,
512,3266,African_m.041x_3/m.041x_3_0001.jpg,m.041x_3_0001,m.041x_3,enrolled,African,24,m.041x_3,66,79,99,100,
516,3288,African_m.0432fbq/m.0432fbq_0005.jpg,m.0432fbq_0005,m.0432fbq,enrolled,African,35,m.0432fbq,79,98,100,100,
517,3289,African_m.0432fbq/m.0432fbq_0006.jpg,m.0432fbq_0006,m.0432fbq,enrolled,African,35,m.0432fbq,70,100,100,100,
522,3327,African_m.043rf2b/m.043rf2b_0004.jpg,m.043rf2b_0004,m.043rf2b,enrolled,African,32,m.043rf2b,71,96,100,100,
523,3330,African_m.043s0k8/m.043s0k8_0003.jpg,m.043s0k8_0003,m.043s0k8,enrolled,African,32,m.043s0k8,60,100,100,100,
524,3349,African_m.04509v/m.04509v_0002.jpg,m.04509v_0002,m.04509v,enrolled,African,61,m.04509v,71,100,100,100,
529,3369,African_m.045twr/m.045twr_0001.jpg,m.045twr_0001,m.045twr,enrolled,African,30,m.045twr,58,100,99,100,
530,3371,African_m.045twr/m.045twr_0003.jpg,m.045twr_0003,m.045twr,enrolled,African,26,m.045twr,72,96,99,100,
533,3386,African_m.0464ws1/m.0464ws1_0001.jpg,m.0464ws1_0001,m.0464ws1,enrolled,African,25,m.0464ws1,74,78,99,100,
535,3388,African_m.0464ws1/m.0464ws1_0003.jpg,m.0464ws1_0003,m.0464ws1,enrolled,African,26,m.0464ws1,62,88,100,100,
537,3411,African_m.04799bb/m.04799bb_0001.jpg,m.04799bb_0001,m.04799bb,enrolled,African,23,m.04799bb,70,100,99,100,
538,3413,African_m.04799bb/m.04799bb_0003.jpg,m.04799bb_0003,m.04799bb,enrolled,African,27,m.04799bb,68,98,97,100,
539,3428,African_m.047d_81/m.047d_81_0003.jpg,m.047d_81_0003,m.047d_81,enrolled,African,35,m.047d_81,73,100,97,100,
540,3430,African_m.047d_81/m.047d_81_0005.jpg,m.047d_81_0005,m.047d_81,enrolled,African,38,m.047d_81,78,98,100,100,
542,3446,African_m.047pvmv/m.047pvmv_0001.jpg,m.047pvmv_0001,m.047pvmv,enrolled,African,23,m.047pvmv,79,100,100,100,
543,3447,African_m.047pvmv/m.047pvmv_0002.jpg,m.047pvmv_0002,m.047pvmv,enrolled,African,20,m.047pvmv,60,98,97,100,
544,3449,African_m.047qg_q/m.047qg_q_0001.jpg,m.047qg_q_0001,m.047qg_q,enrolled,African,24,m.047qg_q,61,98,100,100,
545,3452,African_m.047qg_q/m.047qg_q_0004.jpg,m.047qg_q_0004,m.047qg_q,enrolled,African,23,m.047qg_q,69,82,99,99,
547,3457,African_m.047qlgb/m.047qlgb_0002.jpg,m.047qlgb_0002,m.047qlgb,enrolled,African,20,m.047qlgb,69,97,100,100,
548,3458,African_m.047qlgb/m.047qlgb_0003.jpg,m.047qlgb_0003,m.047qlgb,enrolled,African,23,m.047qlgb,84,100,98,100,
550,3461,African_m.047qlgb/m.047qlgb_0006.jpg,m.047qlgb_0006,m.047qlgb,enrolled,African,21,m.047qlgb,86,100,99,100,
551,3479,African_m.0487l7/m.0487l7_0001.jpg,m.0487l7_0001,m.0487l7,enrolled,African,26,m.0487l7,84,96,100,100,
552,3481,African_m.0487l7/m.0487l7_0003.jpg,m.0487l7_0003,m.0487l7,enrolled,African,26,m.0487l7,56,100,98,100,
553,3483,African_m.04890v/m.04890v_0002.jpg,m.04890v_0002,m.04890v,enrolled,African,36,m.04890v,71,83,100,100,
554,3484,African_m.04890v/m.04890v_0003.jpg,m.04890v_0003,m.04890v,enrolled,African,44,m.04890v,58,100,97,100,
555,3488,African_m.048fq9/m.048fq9_0002.jpg,m.048fq9_0002,m.048fq9,enrolled,African,34,m.048fq9,56,68,99,98,
557,3493,African_m.048v_w/m.048v_w_0003.jpg,m.048v_w_0003,m.048v_w,enrolled,African,23,m.048v_w,70,100,98,100,
559,3510,African_m.049dql1/m.049dql1_0002.jpg,m.049dql1_0002,m.049dql1,enrolled,African,41,m.049dql1,71,99,100,100,
560,3514,African_m.049dql1/m.049dql1_0006.jpg,m.049dql1_0006,m.049dql1,enrolled,African,34,m.049dql1,87,97,95,100,
562,3547,African_m.04cc18q/m.04cc18q_0001.jpg,m.04cc18q_0001,m.04cc18q,enrolled,African,34,m.04cc18q,82,100,100,100,
563,3557,African_m.04cs238/m.04cs238_0005.jpg,m.04cs238_0005,m.04cs238,enrolled,African,24,m.04cs238,85,100,96,100,
566,3568,African_m.04cyrd5/m.04cyrd5_0002.jpg,m.04cyrd5_0002,m.04cyrd5,enrolled,African,27,m.04cyrd5,77,100,99,100,
567,3579,African_m.04dg0x/m.04dg0x_0004.jpg,m.04dg0x_0004,m.04dg0x,enrolled,African,43,m.04dg0x,66,68,100,100,
568,3607,African_m.04f22rc/m.04f22rc_0005.jpg,m.04f22rc_0005,m.04f22rc,enrolled,African,24,m.04f22rc,81,100,96,100,
569,3614,African_m.04f3r3/m.04f3r3_0002.jpg,m.04f3r3_0002,m.04f3r3,enrolled,African,25,m.04f3r3,57,100,99,100,
570,3615,African_m.04f3r3/m.04f3r3_0003.jpg,m.04f3r3_0003,m.04f3r3,enrolled,African,25,m.04f3r3,70,97,96,100,
571,3616,African_m.04f40j8/m.04f40j8_0001.jpg,m.04f40j8_0001,m.04f40j8,enrolled,African,39,m.04f40j8,66,85,97,99,
572,3644,African_m.04g0_14/m.04g0_14_0001.jpg,m.04g0_14_0001,m.04g0_14,enrolled,African,40,m.04g0_14,96,89,93,100,
573,3645,African_m.04g0_14/m.04g0_14_0002.jpg,m.04g0_14_0002,m.04g0_14,enrolled,African,41,m.04g0_14,95,89,94,100,
574,3647,African_m.04g1snp/m.04g1snp_0001.jpg,m.04g1snp_0001,m.04g1snp,enrolled,African,27,m.04g1snp,65,91,99,100,
576,3655,African_m.04ggs_/m.04ggs__0003.jpg,m.04ggs__0003,m.04ggs_,enrolled,African,56,m.04ggs_,59,100,99,100,
578,3663,African_m.04ghf4p/m.04ghf4p_0002.jpg,m.04ghf4p_0002,m.04ghf4p,enrolled,African,21,m.04ghf4p,82,100,99,100,
579,3665,African_m.04ghf4p/m.04ghf4p_0004.jpg,m.04ghf4p_0004,m.04ghf4p,enrolled,African,21,m.04ghf4p,88,100,100,100,
586,3696,African_m.04gq5s5/m.04gq5s5_0001.jpg,m.04gq5s5_0001,m.04gq5s5,enrolled,African,24,m.04gq5s5,68,92,100,100,
587,3701,African_m.04gqvj2/m.04gqvj2_0001.jpg,m.04gqvj2_0001,m.04gqvj2,enrolled,African,40,m.04gqvj2,83,95,98,100,
588,3703,African_m.04gqvj2/m.04gqvj2_0003.jpg,m.04gqvj2_0003,m.04gqvj2,enrolled,African,45,m.04gqvj2,84,86,100,100,
589,3705,African_m.04gqyxn/m.04gqyxn_0001.jpg,m.04gqyxn_0001,m.04gqyxn,enrolled,African,32,m.04gqyxn,85,100,97,100,
590,3706,African_m.04gqyxn/m.04gqyxn_0002.jpg,m.04gqyxn_0002,m.04gqyxn,enrolled,African,29,m.04gqyxn,85,100,98,100,
591,3710,African_m.04grntd/m.04grntd_0003.jpg,m.04grntd_0003,m.04grntd,enrolled,African,23,m.04grntd,90,100,100,100,
593,3714,African_m.04grvk0/m.04grvk0_0002.jpg,m.04grvk0_0002,m.04grvk0,enrolled,African,21,m.04grvk0,55,98,99,100,
595,3716,African_m.04grwxf/m.04grwxf_0001.jpg,m.04grwxf_0001,m.04grwxf,enrolled,African,23,m.04grwxf,79,100,100,100,
596,3718,African_m.04grwxf/m.04grwxf_0003.jpg,m.04grwxf_0003,m.04grwxf,enrolled,African,25,m.04grwxf,79,100,98,100,
597,3741,African_m.04jj108/m.04jj108_0004.jpg,m.04jj108_0004,m.04jj108,enrolled,African,32,m.04jj108,85,100,100,100,
603,3769,African_m.04l4q6/m.04l4q6_0001.jpg,m.04l4q6_0001,m.04l4q6,enrolled,African,32,m.04l4q6,61,100,100,100,
604,3770,African_m.04l4q6/m.04l4q6_0002.jpg,m.04l4q6_0002,m.04l4q6,enrolled,African,36,m.04l4q6,80,99,100,100,
605,3771,African_m.04l4q6/m.04l4q6_0003.jpg,m.04l4q6_0003,m.04l4q6,enrolled,African,39,m.04l4q6,92,98,96,100,
