,image_name,Age,ethnicity,children_agegroup,identity_name
530,Asian_466_17,6,Asian,4-6,Asian_466
531,African_171_22,17,African,16-18,African_171
532,Caucasian_1019_19,2,Caucasian,0-3,Caucasian_1019
533,Asian_332_4,7,Asian,7-9,Asian_332
534,Caucasian_1406_5,11,Caucasian,10-12,Caucasian_1406
535,Indian_614_0,12,Indian,10-12,Indian_614
536,African_588_0,8,African,7-9,African_588
537,African_192_0,8,African,7-9,African_192
538,Asian_630_60,7,Asian,7-9,Asian_630
539,African_645_2,6,African,4-6,African_645
540,Indian_249_1,5,Indian,4-6,Indian_249
541,African_386_61,27,African,,African_386
542,Indian_539_6,18,Indian,16-18,Indian_539
543,Asian_200_42,4,Asian,4-6,Asian_200
544,Asian_312_0,7,Asian,7-9,Asian_312
545,Asian_18_31,12,Asian,10-12,Asian_18
546,Caucasian_18_44,6,Caucasian,4-6,Caucasian_18
547,African_528_0,24,African,,African_528
548,Asian_381_37,2,Asian,0-3,Asian_381
549,Asian_309_46,2,Asian,0-3,Asian_309
550,African_166_3,2,African,0-3,African_166
551,African_746_1,8,African,7-9,African_746
552,African_394_34,7,African,7-9,African_394
553,Asian_377_0,7,Asian,7-9,Asian_377
554,Asian_302_6,11,Asian,10-12,Asian_302
555,Caucasian_367_47,2,Caucasian,0-3,Caucasian_367
556,Asian_611_44,7,Asian,7-9,Asian_611
557,Asian_269_8,11,Asian,10-12,Asian_269
558,African_24_15,27,African,,African_24
559,Asian_656_6,0,Asian,0-3,Asian_656
560,Caucasian_532_29,8,Caucasian,7-9,Caucasian_532
561,Indian_577_30,13,Indian,13-15,Indian_577
562,African_737_117,8,African,7-9,African_737
563,Asian_306_7,4,Asian,4-6,Asian_306
564,African_652_1,7,African,7-9,African_652
565,Caucasian_562_8,4,Caucasian,4-6,Caucasian_562
567,Indian_654_1,4,Indian,4-6,Indian_654
568,Asian_183_67,6,Asian,4-6,Asian_183
569,Caucasian_1159_15,7,Caucasian,7-9,Caucasian_1159
570,African_57_0,21,African,,African_57
571,Indian_152_8,10,Indian,10-12,Indian_152
572,Caucasian_1203_11,4,Caucasian,4-6,Caucasian_1203
573,Caucasian_1292_5,2,Caucasian,0-3,Caucasian_1292
574,Asian_386_2,9,Asian,7-9,Asian_386
575,African_397_4,17,African,16-18,African_397
576,Caucasian_1329_21,4,Caucasian,4-6,Caucasian_1329
577,Indian_321_2,30,Indian,,Indian_321
578,Asian_244_3,3,Asian,0-3,Asian_244
579,Indian_383_64,25,Indian,,Indian_383
580,Caucasian_193_25,1,Caucasian,0-3,Caucasian_193
581,Asian_119_39,6,Asian,4-6,Asian_119
582,Indian_581_6,11,Indian,10-12,Indian_581
583,Caucasian_598_12,5,Caucasian,4-6,Caucasian_598
584,Asian_302_10,8,Asian,7-9,Asian_302
585,Caucasian_466_17,1,Caucasian,0-3,Caucasian_466
586,Caucasian_183_40,2,Caucasian,0-3,Caucasian_183
587,African_45_5,18,African,16-18,African_45
588,Indian_531_21,7,Indian,7-9,Indian_531
589,Caucasian_1044_8,3,Caucasian,0-3,Caucasian_1044
590,Indian_221_5,9,Indian,7-9,Indian_221
591,Asian_609_7,3,Asian,0-3,Asian_609
592,African_513_5,20,African,,African_513
593,African_358_11,19,African,,African_358
594,Asian_85_6,2,Asian,0-3,Asian_85
595,African_655_4,2,African,0-3,African_655
596,Caucasian_1407_51,0,Caucasian,0-3,Caucasian_1407
597,Caucasian_275_1,0,Caucasian,0-3,Caucasian_275
598,Indian_401_0,3,Indian,0-3,Indian_401
599,Asian_536_6,3,Asian,0-3,Asian_536
600,Asian_327_2,4,Asian,4-6,Asian_327
601,Indian_300_2,4,Indian,4-6,Indian_300
602,Asian_27_51,6,Asian,4-6,Asian_27
603,African_261_65,8,African,7-9,African_261
604,Indian_712_17,29,Indian,,Indian_712
605,African_664_2,10,African,10-12,African_664
606,Asian_453_4,8,Asian,7-9,Asian_453
607,Indian_36_13,22,Indian,,Indian_36
608,Caucasian_435_4,0,Caucasian,0-3,Caucasian_435
609,Indian_225_0,1,Indian,0-3,Indian_225
610,African_558_16,3,African,0-3,African_558
611,Indian_170_5,18,Indian,16-18,Indian_170
612,Caucasian_35_3,3,Caucasian,0-3,Caucasian_35
613,African_508_1,10,African,10-12,African_508
614,Indian_140_4,1,Indian,0-3,Indian_140
615,Indian_706_5,8,Indian,7-9,Indian_706
616,Indian_413_0,9,Indian,7-9,Indian_413
617,Indian_275_1,4,Indian,4-6,Indian_275
618,African_693_0,3,African,0-3,African_693
619,African_76_0,6,African,4-6,African_76
620,Caucasian_495_2,1,Caucasian,0-3,Caucasian_495
621,Asian_585_28,5,Asian,4-6,Asian_585
622,Indian_218_45,28,Indian,,Indian_218
623,Indian_181_0,7,Indian,7-9,Indian_181
624,Caucasian_1107_74,4,Caucasian,4-6,Caucasian_1107
625,Asian_557_24,4,Asian,4-6,Asian_557
626,Indian_678_14,5,Indian,4-6,Indian_678
628,African_340_3,7,African,7-9,African_340
629,African_182_4,15,African,13-15,African_182
630,Caucasian_1322_7,13,Caucasian,13-15,Caucasian_1322
631,Caucasian_1201_6,1,Caucasian,0-3,Caucasian_1201
632,African_731_0,19,African,,African_731
633,Asian_151_88,6,Asian,4-6,Asian_151
634,Asian_160_9,2,Asian,0-3,Asian_160
635,Asian_116_30,20,Asian,,Asian_116
636,Indian_40_73,21,Indian,,Indian_40
637,African_259_12,12,African,10-12,African_259
638,Indian_457_0,6,Indian,4-6,Indian_457
639,Caucasian_542_10,4,Caucasian,4-6,Caucasian_542
640,Caucasian_1159_18,1,Caucasian,0-3,Caucasian_1159
641,Asian_366_5,5,Asian,4-6,Asian_366
642,Indian_706_1,9,Indian,7-9,Indian_706
643,Asian_258_9,1,Asian,0-3,Asian_258
644,African_298_0,5,African,4-6,African_298
645,Asian_635_10,5,Asian,4-6,Asian_635
646,African_358_2,10,African,10-12,African_358
647,Asian_133_15,9,Asian,7-9,Asian_133
648,Caucasian_1061_3,1,Caucasian,0-3,Caucasian_1061
649,Caucasian_1350_8,0,Caucasian,0-3,Caucasian_1350
650,Indian_381_1,36,Indian,,Indian_381
651,Caucasian_444_86,9,Caucasian,7-9,Caucasian_444
652,Caucasian_1022_5,8,Caucasian,7-9,Caucasian_1022
653,Indian_538_1,14,Indian,13-15,Indian_538
654,Caucasian_1327_9,5,Caucasian,4-6,Caucasian_1327
655,Indian_377_5,25,Indian,,Indian_377
656,African_639_0,22,African,,African_639
657,Indian_46_13,5,Indian,4-6,Indian_46
658,Asian_191_40,4,Asian,4-6,Asian_191
659,Indian_682_8,2,Indian,0-3,Indian_682
660,Caucasian_1309_66,0,Caucasian,0-3,Caucasian_1309
662,African_329_2,4,African,4-6,African_329
663,Asian_151_34,4,Asian,4-6,Asian_151
664,Caucasian_1368_18,3,Caucasian,0-3,Caucasian_1368
665,Caucasian_1100_67,6,Caucasian,4-6,Caucasian_1100
666,Caucasian_1128_4,5,Caucasian,4-6,Caucasian_1128
667,Asian_50_0,5,Asian,4-6,Asian_50
668,Indian_516_0,12,Indian,10-12,Indian_516
669,Indian_315_0,9,Indian,7-9,Indian_315
670,Indian_596_37,39,Indian,,Indian_596
671,African_654_2,2,African,0-3,African_654
672,African_276_10,0,African,0-3,African_276
673,Caucasian_257_2,2,Caucasian,0-3,Caucasian_257
674,African_132_3,6,African,4-6,African_132
675,African_719_10,2,African,0-3,African_719
676,African_157_8,3,African,0-3,African_157
677,Caucasian_125_4,2,Caucasian,0-3,Caucasian_125
678,Indian_273_2,1,Indian,0-3,Indian_273
679,Indian_165_1,8,Indian,7-9,Indian_165
680,Indian_363_14,1,Indian,0-3,Indian_363
681,Caucasian_1092_66,6,Caucasian,4-6,Caucasian_1092
682,Indian_59_7,8,Indian,7-9,Indian_59
683,Asian_125_2,3,Asian,0-3,Asian_125
684,African_554_6,19,African,,African_554
685,Asian_325_32,5,Asian,4-6,Asian_325
686,Indian_532_9,4,Indian,4-6,Indian_532
687,Asian_517_13,4,Asian,4-6,Asian_517
688,Caucasian_490_5,1,Caucasian,0-3,Caucasian_490
689,Asian_86_52,6,Asian,4-6,Asian_86
690,African_310_1,11,African,10-12,African_310
691,Indian_3_0,6,Indian,4-6,Indian_3
692,Indian_143_1,18,Indian,16-18,Indian_143
693,Indian_711_0,11,Indian,10-12,Indian_711
694,Asian_510_8,5,Asian,4-6,Asian_510
695,Asian_61_44,5,Asian,4-6,Asian_61
696,African_487_7,29,African,,African_487
697,Indian_504_1,1,Indian,0-3,Indian_504
698,Caucasian_558_11,6,Caucasian,4-6,Caucasian_558
699,Indian_34_1,11,Indian,10-12,Indian_34
700,Asian_610_108,3,Asian,0-3,Asian_610
701,African_160_2,10,African,10-12,African_160
702,Asian_143_27,5,Asian,4-6,Asian_143
703,Indian_630_4,15,Indian,13-15,Indian_630
704,Asian_343_54,3,Asian,0-3,Asian_343
705,African_523_0,3,African,0-3,African_523
706,African_217_1,16,African,16-18,African_217
707,Caucasian_287_26,7,Caucasian,7-9,Caucasian_287
708,African_796_0,18,African,16-18,African_796
709,Caucasian_358_7,0,Caucasian,0-3,Caucasian_358
710,Asian_232_6,4,Asian,4-6,Asian_232
711,Caucasian_56_17,0,Caucasian,0-3,Caucasian_56
712,Asian_186_1,7,Asian,7-9,Asian_186
713,Indian_340_3,8,Indian,7-9,Indian_340
714,Asian_623_1,6,Asian,4-6,Asian_623
715,Asian_24_44,14,Asian,13-15,Asian_24
716,Caucasian_345_5,1,Caucasian,0-3,Caucasian_345
717,Caucasian_172_12,5,Caucasian,4-6,Caucasian_172
718,Asian_90_1,10,Asian,10-12,Asian_90
719,Asian_640_35,2,Asian,0-3,Asian_640
720,African_107_0,28,African,,African_107
721,Asian_273_0,3,Asian,0-3,Asian_273
722,Asian_190_37,1,Asian,0-3,Asian_190
723,African_347_31,2,African,0-3,African_347
724,Asian_514_7,8,Asian,7-9,Asian_514
725,Asian_532_2,26,Asian,,Asian_532
726,Caucasian_229_5,17,Caucasian,16-18,Caucasian_229
727,Asian_304_2,2,Asian,0-3,Asian_304
728,African_34_0,8,African,7-9,African_34
729,Indian_602_75,8,Indian,7-9,Indian_602
730,Caucasian_1007_10,10,Caucasian,10-12,Caucasian_1007
731,African_87_0,12,African,10-12,African_87
732,Caucasian_519_125,8,Caucasian,7-9,Caucasian_519
733,Caucasian_1058_24,2,Caucasian,0-3,Caucasian_1058
734,African_751_3,4,African,4-6,African_751
735,African_819_2,12,African,10-12,African_819
736,African_445_10,2,African,0-3,African_445
737,Indian_602_106,14,Indian,13-15,Indian_602
738,Asian_141_37,7,Asian,7-9,Asian_141
739,Caucasian_133_68,2,Caucasian,0-3,Caucasian_133
740,Caucasian_478_61,3,Caucasian,0-3,Caucasian_478
741,Indian_53_6,9,Indian,7-9,Indian_53
742,Indian_612_1,16,Indian,16-18,Indian_612
743,Caucasian_1094_60,5,Caucasian,4-6,Caucasian_1094
744,African_287_0,13,African,13-15,African_287
745,Asian_231_32,1,Asian,0-3,Asian_231
746,Indian_528_123,5,Indian,4-6,Indian_528
747,Caucasian_1353_72,0,Caucasian,0-3,Caucasian_1353
748,Indian_536_0,14,Indian,13-15,Indian_536
749,African_653_5,7,African,7-9,African_653
750,Caucasian_200_12,11,Caucasian,10-12,Caucasian_200
751,African_24_1,26,African,,African_24
752,Caucasian_1338_3,1,Caucasian,0-3,Caucasian_1338
753,African_204_26,7,African,7-9,African_204
754,Asian_143_7,2,Asian,0-3,Asian_143
755,African_53_0,7,African,7-9,African_53
756,Indian_186_2,2,Indian,0-3,Indian_186
757,Caucasian_86_116,5,Caucasian,4-6,Caucasian_86
758,Caucasian_1006_3,1,Caucasian,0-3,Caucasian_1006
759,Caucasian_1364_23,13,Caucasian,13-15,Caucasian_1364
760,Caucasian_345_25,3,Caucasian,0-3,Caucasian_345
761,Asian_431_54,8,Asian,7-9,Asian_431
762,Indian_36_2,13,Indian,13-15,Indian_36
763,Asian_502_5,8,Asian,7-9,Asian_502
764,African_477_43,25,African,,African_477
765,African_740_0,11,African,10-12,African_740
766,Caucasian_471_37,4,Caucasian,4-6,Caucasian_471
767,Caucasian_452_1,2,Caucasian,0-3,Caucasian_452
768,Caucasian_320_0,7,Caucasian,7-9,Caucasian_320
769,Asian_499_23,8,Asian,7-9,Asian_499
770,Asian_370_69,23,Asian,,Asian_370
771,African_46_0,6,African,4-6,African_46
772,Caucasian_1319_58,8,Caucasian,7-9,Caucasian_1319
773,Indian_576_0,1,Indian,0-3,Indian_576
774,Asian_1_33,4,Asian,4-6,Asian_1
775,Caucasian_150_14,1,Caucasian,0-3,Caucasian_150
776,African_814_1,16,African,16-18,African_814
777,Asian_166_33,6,Asian,4-6,Asian_166
778,African_49_164,7,African,7-9,African_49
779,Asian_41_2,1,Asian,0-3,Asian_41
780,Indian_620_9,14,Indian,13-15,Indian_620
781,Asian_301_6,7,Asian,7-9,Asian_301
782,Indian_165_3,5,Indian,4-6,Indian_165
783,Caucasian_1331_19,7,Caucasian,7-9,Caucasian_1331
784,African_290_7,11,African,10-12,African_290
785,Asian_320_6,4,Asian,4-6,Asian_320
786,Asian_78_7,5,Asian,4-6,Asian_78
787,Indian_718_1,5,Indian,4-6,Indian_718
788,Caucasian_1366_47,10,Caucasian,10-12,Caucasian_1366
789,Asian_312_46,7,Asian,7-9,Asian_312
790,Asian_313_10,23,Asian,,Asian_313
791,Asian_69_180,11,Asian,10-12,Asian_69
792,Indian_540_1,8,Indian,7-9,Indian_540
793,Caucasian_261_63,0,Caucasian,0-3,Caucasian_261
794,Caucasian_384_36,7,Caucasian,7-9,Caucasian_384
795,African_377_1,3,African,0-3,African_377
796,Caucasian_1085_5,5,Caucasian,4-6,Caucasian_1085
797,Caucasian_407_39,14,Caucasian,13-15,Caucasian_407
798,Caucasian_1340_17,5,Caucasian,4-6,Caucasian_1340
799,Caucasian_1334_4,1,Caucasian,0-3,Caucasian_1334
800,Indian_450_0,6,Indian,4-6,Indian_450
801,Caucasian_560_67,8,Caucasian,7-9,Caucasian_560
802,Indian_164_1,10,Indian,10-12,Indian_164
803,African_201_1,6,African,4-6,African_201
804,Asian_269_14,9,Asian,7-9,Asian_269
805,African_147_4,17,African,16-18,African_147
806,Asian_533_33,2,Asian,0-3,Asian_533
807,Caucasian_23_57,6,Caucasian,4-6,Caucasian_23
808,Indian_176_0,32,Indian,,Indian_176
809,African_682_13,4,African,4-6,African_682
810,Asian_397_3,6,Asian,4-6,Asian_397
812,African_827_0,8,African,7-9,African_827
813,African_786_2,8,African,7-9,African_786
814,African_229_17,10,African,10-12,African_229
815,Indian_201_2,10,Indian,10-12,Indian_201
816,Indian_581_9,16,Indian,16-18,Indian_581
817,Caucasian_1274_6,4,Caucasian,4-6,Caucasian_1274
818,African_423_4,2,African,0-3,African_423
819,Asian_500_4,10,Asian,10-12,Asian_500
820,African_120_0,18,African,16-18,African_120
821,Caucasian_135_19,1,Caucasian,0-3,Caucasian_135
822,Indian_513_4,12,Indian,10-12,Indian_513
823,African_675_3,21,African,,African_675
824,Asian_11_28,2,Asian,0-3,Asian_11
825,Indian_541_1,6,Indian,4-6,Indian_541
826,Asian_204_42,7,Asian,7-9,Asian_204
827,Caucasian_1363_0,11,Caucasian,10-12,Caucasian_1363
828,Indian_40_53,2,Indian,0-3,Indian_40
829,Caucasian_368_56,2,Caucasian,0-3,Caucasian_368
830,Caucasian_379_8,2,Caucasian,0-3,Caucasian_379
831,Indian_638_5,2,Indian,0-3,Indian_638
832,African_537_2,6,African,4-6,African_537
833,Indian_46_15,4,Indian,4-6,Indian_46
834,Indian_512_3,9,Indian,7-9,Indian_512
835,African_376_8,5,African,4-6,African_376
836,Asian_717_14,8,Asian,7-9,Asian_717
837,Indian_529_14,20,Indian,,Indian_529
838,Caucasian_1241_1,0,Caucasian,0-3,Caucasian_1241
839,Indian_278_18,2,Indian,0-3,Indian_278
840,Caucasian_1183_57,5,Caucasian,4-6,Caucasian_1183
841,Caucasian_514_30,0,Caucasian,0-3,Caucasian_514
842,Caucasian_477_77,6,Caucasian,4-6,Caucasian_477
843,Asian_436_17,5,Asian,4-6,Asian_436
844,Caucasian_1075_10,0,Caucasian,0-3,Caucasian_1075
845,Caucasian_595_10,1,Caucasian,0-3,Caucasian_595
846,Caucasian_233_9,4,Caucasian,4-6,Caucasian_233
847,Asian_92_0,3,Asian,0-3,Asian_92
848,Caucasian_360_34,3,Caucasian,0-3,Caucasian_360
849,Caucasian_1410_78,8,Caucasian,7-9,Caucasian_1410
850,African_362_19,12,African,10-12,African_362
851,Indian_242_3,5,Indian,4-6,Indian_242
853,Asian_379_87,4,Asian,4-6,Asian_379
854,African_694_0,4,African,4-6,African_694
855,African_732_2,5,African,4-6,African_732
856,Asian_516_9,13,Asian,13-15,Asian_516
857,Caucasian_1146_22,4,Caucasian,4-6,Caucasian_1146
858,Asian_699_0,0,Asian,0-3,Asian_699
859,Indian_129_2,10,Indian,10-12,Indian_129
860,Caucasian_1208_2,0,Caucasian,0-3,Caucasian_1208
861,Asian_275_0,3,Asian,0-3,Asian_275
862,Indian_59_8,8,Indian,7-9,Indian_59
863,Indian_346_0,4,Indian,4-6,Indian_346
864,African_280_25,6,African,4-6,African_280
865,Indian_484_35,2,Indian,0-3,Indian_484
866,Caucasian_406_32,8,Caucasian,7-9,Caucasian_406
867,Indian_197_0,7,Indian,7-9,Indian_197
868,Caucasian_1305_3,8,Caucasian,7-9,Caucasian_1305
869,Indian_382_1,27,Indian,,Indian_382
870,Asian_541_88,1,Asian,0-3,Asian_541
871,Asian_510_5,2,Asian,0-3,Asian_510
872,Indian_171_0,12,Indian,10-12,Indian_171
873,African_302_11,5,African,4-6,African_302
874,Caucasian_1261_4,4,Caucasian,4-6,Caucasian_1261
875,Caucasian_288_4,0,Caucasian,0-3,Caucasian_288
876,Asian_311_30,34,Asian,,Asian_311
877,Caucasian_177_11,0,Caucasian,0-3,Caucasian_177
878,Caucasian_163_11,6,Caucasian,4-6,Caucasian_163
879,Indian_521_16,12,Indian,10-12,Indian_521
880,Asian_148_33,4,Asian,4-6,Asian_148
881,Asian_346_40,8,Asian,7-9,Asian_346
882,Indian_342_1,5,Indian,4-6,Indian_342
883,Indian_308_1,13,Indian,13-15,Indian_308
884,Caucasian_1067_2,0,Caucasian,0-3,Caucasian_1067
885,Indian_681_2,6,Indian,4-6,Indian_681
886,Asian_293_9,6,Asian,4-6,Asian_293
887,Caucasian_1129_53,2,Caucasian,0-3,Caucasian_1129
888,Caucasian_533_16,2,Caucasian,0-3,Caucasian_533
889,Asian_490_7,5,Asian,4-6,Asian_490
890,Asian_385_6,3,Asian,0-3,Asian_385
891,Indian_252_0,5,Indian,4-6,Indian_252
892,Asian_336_13,12,Asian,10-12,Asian_336
893,Indian_392_36,5,Indian,4-6,Indian_392
894,Caucasian_1058_25,3,Caucasian,0-3,Caucasian_1058
895,Indian_689_2,4,Indian,4-6,Indian_689
896,Indian_239_4,3,Indian,0-3,Indian_239
897,African_283_15,6,African,4-6,African_283
898,Caucasian_1092_53,4,Caucasian,4-6,Caucasian_1092
899,Asian_534_26,3,Asian,0-3,Asian_534
900,Asian_85_8,2,Asian,0-3,Asian_85
901,African_233_1,28,African,,African_233
902,Indian_259_2,19,Indian,,Indian_259
903,Asian_528_8,3,Asian,0-3,Asian_528
904,Asian_671_0,25,Asian,,Asian_671
905,Asian_64_17,6,Asian,4-6,Asian_64
906,Caucasian_1_3,9,Caucasian,7-9,Caucasian_1
907,Indian_83_0,9,Indian,7-9,Indian_83
908,Asian_221_4,3,Asian,0-3,Asian_221
909,Caucasian_1385_2,4,Caucasian,4-6,Caucasian_1385
910,Asian_342_20,5,Asian,4-6,Asian_342
911,African_198_2,9,African,7-9,African_198
912,Asian_720_9,8,Asian,7-9,Asian_720
913,African_308_4,22,African,,African_308
914,Caucasian_151_0,4,Caucasian,4-6,Caucasian_151
915,African_620_0,6,African,4-6,African_620
916,Caucasian_1234_1,5,Caucasian,4-6,Caucasian_1234
917,African_294_33,4,African,4-6,African_294
918,Caucasian_1294_28,3,Caucasian,0-3,Caucasian_1294
919,African_24_17,28,African,,African_24
920,African_464_0,6,African,4-6,African_464
921,Asian_46_5,12,Asian,10-12,Asian_46
922,Caucasian_113_8,2,Caucasian,0-3,Caucasian_113
923,Caucasian_1246_7,2,Caucasian,0-3,Caucasian_1246
924,Caucasian_1337_49,11,Caucasian,10-12,Caucasian_1337
925,Asian_425_20,6,Asian,4-6,Asian_425
926,Asian_625_34,31,Asian,,Asian_625
927,Indian_106_67,22,Indian,,Indian_106
928,Asian_479_37,6,Asian,4-6,Asian_479
929,Asian_328_14,3,Asian,0-3,Asian_328
930,Indian_92_6,2,Indian,0-3,Indian_92
931,Asian_485_7,4,Asian,4-6,Asian_485
932,Asian_496_7,7,Asian,7-9,Asian_496
933,Asian_100_5,3,Asian,0-3,Asian_100
934,Indian_640_1,0,Indian,0-3,Indian_640
935,Asian_458_31,1,Asian,0-3,Asian_458
936,Caucasian_1366_40,8,Caucasian,7-9,Caucasian_1366
937,Indian_257_0,5,Indian,4-6,Indian_257
938,Indian_484_15,2,Indian,0-3,Indian_484
939,Asian_627_39,9,Asian,7-9,Asian_627
940,Caucasian_466_78,4,Caucasian,4-6,Caucasian_466
941,Caucasian_165_51,10,Caucasian,10-12,Caucasian_165
942,Caucasian_1040_37,0,Caucasian,0-3,Caucasian_1040
943,Caucasian_1257_20,2,Caucasian,0-3,Caucasian_1257
944,Indian_700_9,12,Indian,10-12,Indian_700
945,Asian_207_0,25,Asian,,Asian_207
946,Caucasian_1044_7,3,Caucasian,0-3,Caucasian_1044
947,African_239_4,19,African,,African_239
948,Asian_36_14,7,Asian,7-9,Asian_36
949,African_682_16,2,African,0-3,African_682
950,Indian_377_2,22,Indian,,Indian_377
951,Caucasian_1214_63,2,Caucasian,0-3,Caucasian_1214
952,Caucasian_1166_17,1,Caucasian,0-3,Caucasian_1166
953,Indian_46_1,5,Indian,4-6,Indian_46
954,Caucasian_216_36,1,Caucasian,0-3,Caucasian_216
955,Caucasian_1299_8,20,Caucasian,,Caucasian_1299
956,African_453_19,9,African,7-9,African_453
957,Caucasian_1001_2,0,Caucasian,0-3,Caucasian_1001
958,African_194_9,29,African,,African_194
959,Indian_389_11,11,Indian,10-12,Indian_389
960,Caucasian_205_55,8,Caucasian,7-9,Caucasian_205
961,Asian_484_1,4,Asian,4-6,Asian_484
962,African_295_0,0,African,0-3,African_295
963,Caucasian_1062_13,3,Caucasian,0-3,Caucasian_1062
964,Indian_611_1,4,Indian,4-6,Indian_611
965,Caucasian_1193_15,6,Caucasian,4-6,Caucasian_1193
966,Caucasian_522_28,10,Caucasian,10-12,Caucasian_522
967,Caucasian_414_39,0,Caucasian,0-3,Caucasian_414
968,Caucasian_1132_5,0,Caucasian,0-3,Caucasian_1132
969,Asian_527_12,2,Asian,0-3,Asian_527
970,Indian_247_16,1,Indian,0-3,Indian_247
971,Indian_268_34,18,Indian,16-18,Indian_268
972,African_162_68,30,African,,African_162
973,Caucasian_1056_5,0,Caucasian,0-3,Caucasian_1056
974,Indian_165_4,6,Indian,4-6,Indian_165
975,African_752_3,12,African,10-12,African_752
976,African_189_2,8,African,7-9,African_189
978,Asian_711_3,27,Asian,,Asian_711
979,African_489_0,18,African,16-18,African_489
980,African_525_6,1,African,0-3,African_525
982,Asian_352_5,5,Asian,4-6,Asian_352
983,Caucasian_327_73,8,Caucasian,7-9,Caucasian_327
984,African_407_18,18,African,16-18,African_407
985,Caucasian_375_2,7,Caucasian,7-9,Caucasian_375
986,Caucasian_1382_18,2,Caucasian,0-3,Caucasian_1382
987,Asian_459_26,22,Asian,,Asian_459
988,African_389_4,10,African,10-12,African_389
989,Indian_388_2,7,Indian,7-9,Indian_388
990,Indian_304_6,5,Indian,4-6,Indian_304
991,Indian_57_1,12,Indian,10-12,Indian_57
992,African_314_11,5,African,4-6,African_314
993,Caucasian_1105_14,2,Caucasian,0-3,Caucasian_1105
994,African_408_0,11,African,10-12,African_408
995,Indian_12_13,33,Indian,,Indian_12
996,Caucasian_426_41,7,Caucasian,7-9,Caucasian_426
997,African_481_40,32,African,,African_481
998,Caucasian_356_12,2,Caucasian,0-3,Caucasian_356
999,Caucasian_1304_40,0,Caucasian,0-3,Caucasian_1304
1000,African_417_29,25,African,,African_417
1001,Indian_434_4,4,Indian,4-6,Indian_434
1002,Asian_479_45,10,Asian,10-12,Asian_479
1003,Asian_11_7,3,Asian,0-3,Asian_11
1004,Asian_117_7,4,Asian,4-6,Asian_117
1005,African_409_19,10,African,10-12,African_409
1006,Indian_635_2,10,Indian,10-12,Indian_635
1007,African_271_21,7,African,7-9,African_271
1008,African_109_0,7,African,7-9,African_109
1009,Caucasian_262_17,2,Caucasian,0-3,Caucasian_262
1010,Caucasian_1108_5,4,Caucasian,4-6,Caucasian_1108
1011,African_590_22,0,African,0-3,African_590
1012,Asian_389_27,0,Asian,0-3,Asian_389
1013,Caucasian_1231_2,0,Caucasian,0-3,Caucasian_1231
1014,Caucasian_1244_2,5,Caucasian,4-6,Caucasian_1244
1015,Asian_517_17,4,Asian,4-6,Asian_517
1016,Indian_386_0,25,Indian,,Indian_386
1017,Caucasian_249_27,6,Caucasian,4-6,Caucasian_249
1018,Asian_197_5,6,Asian,4-6,Asian_197
1019,Indian_565_64,35,Indian,,Indian_565
1020,Asian_53_54,10,Asian,10-12,Asian_53
1021,African_190_8,21,African,,African_190
1022,African_283_0,8,African,7-9,African_283
1023,Caucasian_341_8,8,Caucasian,7-9,Caucasian_341
1024,Indian_14_12,12,Indian,10-12,Indian_14
