,files_list,image_name,enrolled,identity_name,ethnicity,Age,Identity,UnifiedQualityScore.scalar,HeadPoseYaw.scalar,HeadPosePitch.scalar,HeadPoseRoll.scalar,children_agegroup
424,African_274/African_274_9.png,African_274_9,enrolled,African_274,African,10,African_274,68.0,98.0,99.0,100.0,10-12
434,African_277/African_277_0.png,African_277_0,enrolled,African_277,African,7,African_277,36.0,95.0,99.0,100.0,7-9
439,African_279/African_279_30.png,African_279_30,enrolled,African_279,African,14,African_279,64.0,99.0,100.0,100.0,13-15
440,African_280/African_280_12.png,African_280_12,enrolled,African_280,African,10,African_280,49.0,99.0,99.0,100.0,10-12
442,African_280/African_280_26.png,African_280_26,enrolled,African_280,African,7,African_280,35.0,100.0,100.0,100.0,7-9
443,African_280/African_280_28.png,African_280_28,enrolled,African_280,African,10,African_280,41.0,99.0,96.0,100.0,10-12
444,African_280/African_280_45.png,African_280_45,enrolled,African_280,African,10,African_280,36.0,100.0,97.0,100.0,10-12
445,African_280/African_280_57.png,African_280_57,enrolled,African_280,African,5,African_280,37.0,99.0,98.0,100.0,4-6
446,African_283/African_283_0.png,African_283_0,enrolled,African_283,African,8,African_283,39.0,100.0,95.0,100.0,7-9
447,African_283/African_283_1.png,African_283_1,enrolled,African_283,African,6,African_283,32.0,99.0,100.0,100.0,4-6
448,African_283/African_283_10.png,African_283_10,enrolled,African_283,African,6,African_283,52.0,83.0,99.0,100.0,4-6
449,African_283/African_283_12.png,African_283_12,enrolled,African_283,African,6,African_283,44.0,100.0,98.0,100.0,4-6
450,African_283/African_283_15.png,African_283_15,enrolled,African_283,African,6,African_283,29.0,96.0,100.0,100.0,4-6
451,African_283/African_283_18.png,African_283_18,enrolled,African_283,African,6,African_283,32.0,99.0,88.0,100.0,4-6
452,African_283/African_283_2.png,African_283_2,enrolled,African_283,African,7,African_283,29.0,96.0,90.0,100.0,7-9
458,African_284/African_284_2.png,African_284_2,enrolled,African_284,African,6,African_284,31.0,99.0,98.0,100.0,4-6
461,African_285/African_285_15.png,African_285_15,enrolled,African_285,African,6,African_285,38.0,100.0,92.0,100.0,4-6
463,African_285/African_285_20.png,African_285_20,enrolled,African_285,African,5,African_285,32.0,98.0,96.0,100.0,4-6
464,African_285/African_285_21.png,African_285_21,enrolled,African_285,African,7,African_285,35.0,100.0,92.0,100.0,7-9
466,African_285/African_285_37.png,African_285_37,enrolled,African_285,African,5,African_285,46.0,100.0,95.0,100.0,4-6
469,African_285/African_285_7.png,African_285_7,enrolled,African_285,African,5,African_285,31.0,94.0,100.0,100.0,4-6
474,African_290/African_290_2.png,African_290_2,enrolled,African_290,African,9,African_290,31.0,98.0,100.0,99.0,7-9
475,African_290/African_290_3.png,African_290_3,enrolled,African_290,African,9,African_290,39.0,72.0,99.0,100.0,7-9
477,African_290/African_290_7.png,African_290_7,enrolled,African_290,African,11,African_290,45.0,97.0,98.0,100.0,10-12
479,African_291/African_291_6.png,African_291_6,enrolled,African_291,African,5,African_291,59.0,100.0,100.0,100.0,4-6
483,African_292/African_292_10.png,African_292_10,enrolled,African_292,African,4,African_292,29.0,91.0,100.0,100.0,4-6
490,African_294/African_294_44.png,African_294_44,enrolled,African_294,African,3,African_294,31.0,91.0,100.0,100.0,1-3
496,African_295/African_295_1.png,African_295_1,enrolled,African_295,African,3,African_295,60.0,91.0,100.0,100.0,1-3
499,African_295/African_295_19.png,African_295_19,enrolled,African_295,African,7,African_295,65.0,96.0,99.0,100.0,7-9
500,African_295/African_295_22.png,African_295_22,enrolled,African_295,African,2,African_295,46.0,100.0,100.0,100.0,1-3
501,African_295/African_295_7.png,African_295_7,enrolled,African_295,African,5,African_295,29.0,94.0,99.0,100.0,4-6
502,African_295/African_295_8.png,African_295_8,enrolled,African_295,African,5,African_295,34.0,95.0,99.0,100.0,4-6
507,African_297/African_297_3.png,African_297_3,enrolled,African_297,African,3,African_297,44.0,99.0,100.0,100.0,1-3
511,African_3/African_3_0.png,African_3_0,enrolled,African_3,African,7,African_3,55.0,95.0,90.0,100.0,7-9
512,African_3/African_3_17.png,African_3_17,enrolled,African_3,African,7,African_3,31.0,98.0,95.0,100.0,7-9
514,African_3/African_3_30.png,African_3_30,enrolled,African_3,African,8,African_3,56.0,99.0,100.0,100.0,7-9
516,African_3/African_3_9.png,African_3_9,enrolled,African_3,African,6,African_3,45.0,100.0,100.0,100.0,4-6
517,African_300/African_300_10.png,African_300_10,enrolled,African_300,African,5,African_300,51.0,99.0,94.0,100.0,4-6
519,African_300/African_300_4.png,African_300_4,enrolled,African_300,African,9,African_300,46.0,84.0,99.0,100.0,7-9
520,African_300/African_300_5.png,African_300_5,enrolled,African_300,African,6,African_300,36.0,98.0,95.0,100.0,4-6
527,African_302/African_302_7.png,African_302_7,enrolled,African_302,African,4,African_302,33.0,100.0,93.0,100.0,4-6
532,African_303/African_303_36.png,African_303_36,enrolled,African_303,African,3,African_303,34.0,99.0,94.0,100.0,1-3
533,African_303/African_303_37.png,African_303_37,enrolled,African_303,African,3,African_303,33.0,87.0,93.0,100.0,1-3
536,African_304/African_304_3.png,African_304_3,enrolled,African_304,African,9,African_304,53.0,99.0,99.0,100.0,7-9
537,African_304/African_304_5.png,African_304_5,enrolled,African_304,African,15,African_304,33.0,87.0,100.0,100.0,13-15
538,African_304/African_304_7.png,African_304_7,enrolled,African_304,African,12,African_304,30.0,98.0,98.0,100.0,10-12
540,African_307/African_307_1.png,African_307_1,enrolled,African_307,African,3,African_307,43.0,100.0,99.0,100.0,1-3
541,African_308/African_308_3.png,African_308_3,enrolled,African_308,African,6,African_308,30.0,99.0,96.0,100.0,4-6
543,African_308/African_308_7.png,African_308_7,enrolled,African_308,African,6,African_308,36.0,99.0,100.0,96.0,4-6
544,African_308/African_308_8.png,African_308_8,enrolled,African_308,African,9,African_308,32.0,98.0,93.0,100.0,7-9
546,African_309/African_309_0.png,African_309_0,enrolled,African_309,African,12,African_309,62.0,94.0,95.0,100.0,10-12
547,African_309/African_309_2.png,African_309_2,enrolled,African_309,African,10,African_309,46.0,97.0,97.0,100.0,10-12
550,African_31/African_31_5.png,African_31_5,enrolled,African_31,African,12,African_31,29.0,99.0,98.0,100.0,10-12
551,African_31/African_31_8.png,African_31_8,enrolled,African_31,African,10,African_31,44.0,98.0,93.0,100.0,10-12
554,African_310/African_310_8.png,African_310_8,enrolled,African_310,African,12,African_310,40.0,82.0,100.0,100.0,10-12
555,African_310/African_310_9.png,African_310_9,enrolled,African_310,African,9,African_310,44.0,100.0,91.0,100.0,7-9
556,African_311/African_311_0.png,African_311_0,enrolled,African_311,African,1,African_311,36.0,100.0,98.0,100.0,1-3
557,African_311/African_311_2.png,African_311_2,enrolled,African_311,African,2,African_311,35.0,95.0,100.0,100.0,1-3
559,African_312/African_312_3.png,African_312_3,enrolled,African_312,African,5,African_312,54.0,97.0,97.0,100.0,4-6
560,African_312/African_312_5.png,African_312_5,enrolled,African_312,African,3,African_312,36.0,99.0,99.0,100.0,1-3
563,African_314/African_314_1.png,African_314_1,enrolled,African_314,African,4,African_314,56.0,97.0,93.0,100.0,4-6
564,African_314/African_314_11.png,African_314_11,enrolled,African_314,African,5,African_314,49.0,100.0,83.0,100.0,4-6
565,African_314/African_314_12.png,African_314_12,enrolled,African_314,African,5,African_314,42.0,99.0,98.0,100.0,4-6
566,African_314/African_314_3.png,African_314_3,enrolled,African_314,African,5,African_314,50.0,98.0,96.0,100.0,4-6
567,African_314/African_314_5.png,African_314_5,enrolled,African_314,African,2,African_314,35.0,99.0,99.0,100.0,1-3
568,African_315/African_315_0.png,African_315_0,enrolled,African_315,African,9,African_315,44.0,100.0,100.0,100.0,7-9
569,African_315/African_315_2.png,African_315_2,enrolled,African_315,African,8,African_315,35.0,100.0,100.0,100.0,7-9
571,African_316/African_316_1.png,African_316_1,enrolled,African_316,African,4,African_316,45.0,95.0,100.0,100.0,4-6
572,African_316/African_316_13.png,African_316_13,enrolled,African_316,African,4,African_316,29.0,100.0,90.0,100.0,4-6
574,African_316/African_316_15.png,African_316_15,enrolled,African_316,African,3,African_316,42.0,100.0,95.0,100.0,1-3
575,African_316/African_316_2.png,African_316_2,enrolled,African_316,African,4,African_316,44.0,95.0,100.0,100.0,4-6
578,African_316/African_316_6.png,African_316_6,enrolled,African_316,African,4,African_316,38.0,88.0,98.0,100.0,4-6
579,African_316/African_316_8.png,African_316_8,enrolled,African_316,African,4,African_316,43.0,98.0,99.0,100.0,4-6
583,African_318/African_318_1.png,African_318_1,enrolled,African_318,African,9,African_318,31.0,100.0,100.0,100.0,7-9
584,African_318/African_318_20.png,African_318_20,enrolled,African_318,African,8,African_318,48.0,100.0,99.0,100.0,7-9
585,African_318/African_318_32.png,African_318_32,enrolled,African_318,African,6,African_318,49.0,99.0,98.0,100.0,4-6
586,African_318/African_318_43.png,African_318_43,enrolled,African_318,African,6,African_318,35.0,100.0,99.0,99.0,4-6
587,African_318/African_318_47.png,African_318_47,enrolled,African_318,African,7,African_318,29.0,100.0,100.0,100.0,7-9
588,African_318/African_318_58.png,African_318_58,enrolled,African_318,African,8,African_318,39.0,99.0,99.0,100.0,7-9
589,African_318/African_318_6.png,African_318_6,enrolled,African_318,African,6,African_318,30.0,100.0,95.0,100.0,4-6
590,African_318/African_318_60.png,African_318_60,enrolled,African_318,African,5,African_318,67.0,97.0,99.0,100.0,4-6
591,African_318/African_318_62.png,African_318_62,enrolled,African_318,African,7,African_318,77.0,100.0,97.0,100.0,7-9
592,African_318/African_318_70.png,African_318_70,enrolled,African_318,African,7,African_318,51.0,95.0,96.0,100.0,7-9
593,African_318/African_318_73.png,African_318_73,enrolled,African_318,African,8,African_318,33.0,99.0,96.0,99.0,7-9
594,African_318/African_318_84.png,African_318_84,enrolled,African_318,African,9,African_318,44.0,95.0,98.0,100.0,7-9
595,African_319/African_319_12.png,African_319_12,enrolled,African_319,African,6,African_319,69.0,98.0,100.0,100.0,4-6
596,African_319/African_319_13.png,African_319_13,enrolled,African_319,African,3,African_319,68.0,96.0,98.0,100.0,1-3
597,African_319/African_319_14.png,African_319_14,enrolled,African_319,African,13,African_319,48.0,93.0,90.0,100.0,13-15
598,African_319/African_319_2.png,African_319_2,enrolled,African_319,African,2,African_319,67.0,96.0,100.0,100.0,1-3
599,African_319/African_319_3.png,African_319_3,enrolled,African_319,African,5,African_319,54.0,100.0,92.0,100.0,4-6
600,African_319/African_319_6.png,African_319_6,enrolled,African_319,African,8,African_319,31.0,99.0,88.0,100.0,7-9
601,African_319/African_319_8.png,African_319_8,enrolled,African_319,African,4,African_319,64.0,100.0,100.0,100.0,4-6
602,African_32/African_32_0.png,African_32_0,enrolled,African_32,African,11,African_32,30.0,72.0,91.0,99.0,10-12
603,African_32/African_32_3.png,African_32_3,enrolled,African_32,African,13,African_32,40.0,100.0,97.0,99.0,13-15
604,African_32/African_32_9.png,African_32_9,enrolled,African_32,African,12,African_32,61.0,94.0,97.0,100.0,10-12
607,African_323/African_323_6.png,African_323_6,enrolled,African_323,African,10,African_323,49.0,88.0,99.0,100.0,10-12
608,African_324/African_324_5.png,African_324_5,enrolled,African_324,African,1,African_324,38.0,90.0,96.0,100.0,1-3
610,African_325/African_325_0.png,African_325_0,enrolled,African_325,African,2,African_325,37.0,96.0,100.0,100.0,1-3
613,African_325/African_325_9.png,African_325_9,enrolled,African_325,African,3,African_325,34.0,100.0,100.0,99.0,1-3
614,African_326/African_326_0.png,African_326_0,enrolled,African_326,African,9,African_326,62.0,99.0,99.0,100.0,7-9
615,African_326/African_326_1.png,African_326_1,enrolled,African_326,African,8,African_326,30.0,99.0,100.0,100.0,7-9
616,African_326/African_326_5.png,African_326_5,enrolled,African_326,African,8,African_326,49.0,100.0,100.0,100.0,7-9
625,African_331/African_331_10.png,African_331_10,enrolled,African_331,African,5,African_331,41.0,100.0,100.0,100.0,4-6
626,African_331/African_331_4.png,African_331_4,enrolled,African_331,African,4,African_331,52.0,95.0,100.0,100.0,4-6
628,African_332/African_332_2.png,African_332_2,enrolled,African_332,African,8,African_332,49.0,100.0,94.0,100.0,7-9
632,African_333/African_333_18.png,African_333_18,enrolled,African_333,African,5,African_333,41.0,100.0,99.0,100.0,4-6
633,African_333/African_333_8.png,African_333_8,enrolled,African_333,African,4,African_333,46.0,97.0,100.0,100.0,4-6
634,African_335/African_335_0.png,African_335_0,enrolled,African_335,African,8,African_335,47.0,100.0,100.0,100.0,7-9
635,African_335/African_335_1.png,African_335_1,enrolled,African_335,African,10,African_335,42.0,100.0,100.0,96.0,10-12
637,African_336/African_336_25.png,African_336_25,enrolled,African_336,African,15,African_336,52.0,99.0,100.0,100.0,13-15
638,African_336/African_336_32.png,African_336_32,enrolled,African_336,African,8,African_336,30.0,100.0,100.0,100.0,7-9
640,African_337/African_337_22.png,African_337_22,enrolled,African_337,African,5,African_337,29.0,98.0,98.0,100.0,4-6
642,African_337/African_337_8.png,African_337_8,enrolled,African_337,African,4,African_337,39.0,90.0,100.0,100.0,4-6
643,African_338/African_338_0.png,African_338_0,enrolled,African_338,African,10,African_338,38.0,98.0,94.0,100.0,10-12
644,African_338/African_338_1.png,African_338_1,enrolled,African_338,African,12,African_338,31.0,98.0,92.0,100.0,10-12
647,African_34/African_34_26.png,African_34_26,enrolled,African_34,African,13,African_34,39.0,88.0,99.0,100.0,13-15
649,African_340/African_340_14.png,African_340_14,enrolled,African_340,African,6,African_340,31.0,100.0,97.0,100.0,4-6
650,African_340/African_340_17.png,African_340_17,enrolled,African_340,African,8,African_340,41.0,100.0,98.0,100.0,7-9
651,African_340/African_340_3.png,African_340_3,enrolled,African_340,African,7,African_340,35.0,89.0,100.0,100.0,7-9
656,African_343/African_343_12.png,African_343_12,enrolled,African_343,African,9,African_343,75.0,98.0,97.0,100.0,7-9
658,African_344/African_344_15.png,African_344_15,enrolled,African_344,African,6,African_344,44.0,96.0,97.0,95.0,4-6
659,African_344/African_344_16.png,African_344_16,enrolled,African_344,African,1,African_344,35.0,97.0,100.0,100.0,1-3
660,African_344/African_344_4.png,African_344_4,enrolled,African_344,African,2,African_344,75.0,84.0,99.0,99.0,1-3
661,African_345/African_345_0.png,African_345_0,enrolled,African_345,African,8,African_345,34.0,99.0,78.0,100.0,7-9
662,African_345/African_345_1.png,African_345_1,enrolled,African_345,African,11,African_345,38.0,100.0,91.0,100.0,10-12
663,African_346/African_346_11.png,African_346_11,enrolled,African_346,African,5,African_346,51.0,100.0,100.0,100.0,4-6
664,African_346/African_346_14.png,African_346_14,enrolled,African_346,African,7,African_346,53.0,100.0,98.0,100.0,7-9
666,African_346/African_346_19.png,African_346_19,enrolled,African_346,African,7,African_346,64.0,100.0,100.0,100.0,7-9
667,African_346/African_346_8.png,African_346_8,enrolled,African_346,African,6,African_346,38.0,96.0,99.0,100.0,4-6
672,African_35/African_35_11.png,African_35_11,enrolled,African_35,African,7,African_35,36.0,100.0,98.0,100.0,7-9
673,African_35/African_35_22.png,African_35_22,enrolled,African_35,African,7,African_35,30.0,99.0,97.0,100.0,7-9
675,African_350/African_350_0.png,African_350_0,enrolled,African_350,African,10,African_350,75.0,100.0,99.0,100.0,10-12
676,African_350/African_350_1.png,African_350_1,enrolled,African_350,African,11,African_350,73.0,95.0,100.0,100.0,10-12
677,African_355/African_355_4.png,African_355_4,enrolled,African_355,African,14,African_355,58.0,100.0,95.0,100.0,13-15
678,African_356/African_356_2.png,African_356_2,enrolled,African_356,African,5,African_356,44.0,100.0,86.0,100.0,4-6
679,African_356/African_356_4.png,African_356_4,enrolled,African_356,African,8,African_356,29.0,99.0,83.0,100.0,7-9
680,African_357/African_357_0.png,African_357_0,enrolled,African_357,African,12,African_357,40.0,98.0,93.0,100.0,10-12
681,African_357/African_357_1.png,African_357_1,enrolled,African_357,African,8,African_357,41.0,99.0,95.0,100.0,7-9
682,African_358/African_358_10.png,African_358_10,enrolled,African_358,African,9,African_358,32.0,100.0,99.0,100.0,7-9
683,African_358/African_358_2.png,African_358_2,enrolled,African_358,African,10,African_358,29.0,99.0,100.0,100.0,10-12
686,African_359/African_359_65.png,African_359_65,enrolled,African_359,African,8,African_359,35.0,100.0,99.0,100.0,7-9
