,Probe Image,Reference Image,Similarity Score,Probe Image Identity,Reference Image Identity,Filename,UnifiedQualityScore,BackgroundUniformity,IlluminationUniformity,LuminanceMean,LuminanceVariance,UnderExposurePrevention,OverExposurePrevention,DynamicRange,Sharpness,CompressionArtifacts,NaturalColour,SingleFacePresent,EyesOpen,MouthClosed,EyesVisible,MouthOcclusionPrevention,FaceOcclusionPrevention,InterEyeDistance,HeadSize,LeftwardCropOfTheFaceImage,RightwardCropOfTheFaceImage,DownwardCropOfTheFaceImage,UpwardCropOfTheFaceImage,HeadPoseYaw,HeadPosePitch,HeadPoseRoll,ExpressionNeutrality,NoHeadCoverings,UnifiedQualityScore.scalar,BackgroundUniformity.scalar,IlluminationUniformity.scalar,LuminanceMean.scalar,LuminanceVariance.scalar,UnderExposurePrevention.scalar,OverExposurePrevention.scalar,DynamicRange.scalar,Sharpness.scalar,CompressionArtifacts.scalar,NaturalColour.scalar,SingleFacePresent.scalar,EyesOpen.scalar,MouthClosed.scalar,EyesVisible.scalar,MouthOcclusionPrevention.scalar,FaceOcclusionPrevention.scalar,InterEyeDistance.scalar,HeadSize.scalar,LeftwardCropOfTheFaceImage.scalar,RightwardCropOfTheFaceImage.scalar,DownwardCropOfTheFaceImage.scalar,UpwardCropOfTheFaceImage.scalar,HeadPoseYaw.scalar,HeadPosePitch.scalar,HeadPoseRoll.scalar,ExpressionNeutrality.scalar,NoHeadCoverings.scalar,Unnamed: 57,image_name,identity_name
176,m.047by6p_0005,m.047by6p_0004,0.8991333,m.047by6p,m.047by6p,../../../data/tests/images/adults_full_final/m.047by6p_0005.jpg,25.422722,84.492629,0.086318,0.244924,0.028046,0.095984,0.0,6.818097,-47,0.901318,0.0,0.0,0.063071,0.074634,0.0,0.0,0.035163,84.98591,0.403355,2.975309,2.962963,1.140434,1.338771,17.617329,-0.022497,0.254762,-4476.410645,0.0,72,61,48,71,92,100.0,100.0,85,2,100,100,100,99,89,100,100,96,68,56,100,100,7,1,91,100,100,53,100,,m.047by6p_0005,m.047by6p
178,m.047by6p_0004,m.047by6p_0005,0.8991333,m.047by6p,m.047by6p,../../../data/tests/images/adults_full_final/m.047by6p_0004.jpg,24.682499,78.668843,0.031221,0.240821,0.022738,0.093394,0.0,6.728646,-33,0.936022,0.0,0.0,0.054522,0.075227,0.0,0.0,0.022174,83.6494,0.400176,2.962737,2.975082,1.143248,1.355654,14.441881,-0.692808,0.62865,-8551.098633,0.0,66,64,35,69,97,100.0,100.0,84,20,100,100,100,97,89,100,100,98,66,54,100,100,7,1,94,100,100,33,100,,m.047by6p_0004,m.047by6p
184,m.03bkrc_0005,m.03bkrc_0002,0.89749086,m.03bkrc,m.03bkrc,../../../data/tests/images/adults_full_final/m.03bkrc_0005.jpg,23.630852,49.382301,0.33218,0.24961,0.015666,0.092189,0.0,6.921163,-39,0.95179,0.0,0.0,0.071713,0.125958,0.004569,0.0,0.049327,89.103317,0.416805,2.83451,2.869794,1.097635,1.301567,17.405272,3.510168,2.287592,-14231.511719,0.0,56,77,72,73,100,100.0,100.0,87,11,100,100,100,99,77,100,100,95,72,68,100,100,5,1,91,100,100,14,100,,m.03bkrc_0005,m.03bkrc
190,m.04g0yqj_0001,m.04g0yqj_0004,0.8971969,m.04g0yqj,m.04g0yqj,../../../data/tests/images/adults_full_final/m.04g0yqj_0001.jpg,20.260731,105.413175,0.629657,0.088396,0.004986,0.722987,0.0,5.757824,-16,0.77874,0.0,0.0,0.105328,0.009653,0.0,0.0,0.002655,87.811974,0.366269,2.838893,2.758438,1.255907,1.474325,-7.770023,-4.782658,1.095461,-7481.527344,0.0,26,53,87,10,66,98.0,100.0,72,51,100,100,100,100,96,100,100,100,71,32,100,100,19,4,98,99,100,38,100,,m.04g0yqj_0001,m.04g0yqj
188,m.04g0yqj_0004,m.04g0yqj_0001,0.8971969,m.04g0yqj,m.04g0yqj,../../../data/tests/images/adults_full_final/m.04g0yqj_0004.jpg,20.730289,167.978256,0.563445,0.089805,0.005167,0.718835,0.0,5.767336,-15,0.828498,0.0,0.0,0.104403,0.0,0.0,0.0,7.3e-05,94.595266,0.345,2.648936,2.606383,1.326087,1.572464,-6.431117,-3.014536,1.277787,-7567.952637,0.027755,29,32,84,10,68,98.0,100.0,72,53,100,100,100,100,97,100,100,100,77,22,100,100,32,9,99,100,100,37,0,,m.04g0yqj_0004,m.04g0yqj
194,m.0kcgql2_0004,m.0kcgql2_0005,0.8969605,m.0kcgql2,m.0kcgql2,../../../data/tests/images/adults_full_final/m.0kcgql2_0004.jpg,26.019974,110.932456,0.664352,0.156664,0.010796,0.340297,0.0,6.539487,-29,0.800038,0.0,0.0,0.044607,0.009521,0.0,0.0,0.0022,88.525264,0.371326,2.748403,2.793832,1.225339,1.467714,-5.932704,-3.395071,1.182455,-12777.988281,0.00125,76,51,88,30,94,100.0,100.0,82,27,100,100,100,92,96,100,100,100,72,34,100,100,15,3,99,100,100,17,100,,m.0kcgql2_0004,m.0kcgql2
192,m.0kcgql2_0005,m.0kcgql2_0004,0.8969605,m.0kcgql2,m.0kcgql2,../../../data/tests/images/adults_full_final/m.0kcgql2_0005.jpg,25.169407,72.265881,0.67102,0.186919,0.010312,0.224985,0.0,6.636275,-20,0.875326,0.0,0.0,0.042972,0.087171,0.0,0.0,0.003446,90.155723,0.402531,2.688225,2.754875,1.124137,1.360144,-3.118468,-0.973634,1.117046,-15575.567383,0.0,70,66,89,43,93,100.0,100.0,83,44,100,100,100,91,87,100,100,100,73,56,100,100,6,1,100,100,100,11,100,,m.0kcgql2_0005,m.0kcgql2
198,m.015khm_0004,m.015khm_0001,0.89681625,m.015khm,m.015khm,../../../data/tests/images/adults_full_final/m.015khm_0004.jpg,25.388891,84.092965,0.554012,0.566046,0.059775,0.036274,0.010692,7.726366,2,0.97181,100.0,0.0,0.083114,0.007272,0.080033,0.0,0.089995,88.37263,0.343786,2.749822,2.795274,1.316224,1.592559,5.223142,-5.419734,-0.595286,1050.167847,0.0,71,61,84,99,63,100.0,48.0,97,79,100,0,100,100,96,92,100,91,71,21,100,100,30,11,99,99,100,77,100,,m.015khm_0004,m.015khm
196,m.015khm_0001,m.015khm_0004,0.89681625,m.015khm,m.015khm,../../../data/tests/images/adults_full_final/m.015khm_0001.jpg,23.932327,55.245812,0.617969,0.343031,0.020082,0.044141,0.0,6.793049,-34,0.938938,100.0,0.0,0.079156,0.007404,0.087855,0.0,0.072344,88.331085,0.337648,2.761364,2.784091,1.340153,1.621511,4.962336,-4.371596,-0.600988,4024.643799,0.0,59,74,87,95,99,100.0,100.0,85,18,100,0,100,100,96,91,100,93,71,19,100,100,35,14,99,99,100,86,100,,m.015khm_0001,m.015khm
210,m.06q2hb_0001,m.06q2hb_0003,0.89263636,m.06q2hb,m.06q2hb,../../../data/tests/images/adults_full_final/m.06q2hb_0001.jpg,16.166075,83.89851,0.184573,0.273806,0.041501,0.319636,0.0,6.652952,-12,0.798481,100.0,0.0,0.070126,0.009882,0.0,0.0,0.00024,91.814924,0.357764,2.999039,3.06231,1.285763,1.509374,-30.604476,-5.573492,3.476365,11329.285156,0.0,7,61,60,81,78,100.0,100.0,83,58,100,0,100,99,96,100,100,100,75,27,100,100,24,5,74,99,100,96,100,,m.06q2hb_0001,m.06q2hb
212,m.03p7nt_0001,m.03p7nt_0004,0.89056396,m.03p7nt,m.03p7nt,../../../data/tests/images/adults_full_final/m.03p7nt_0001.jpg,25.637157,96.871721,0.450612,0.422821,0.035721,0.074304,0.0,7.433208,-44,0.958464,0.0,0.0,0.069941,0.110937,0.0,0.0,0.010702,85.760134,0.361269,2.846862,2.858626,1.266368,1.501649,-7.604521,-15.988019,2.918888,-15580.964844,0.0,73,56,79,99,84,100.0,100.0,93,5,100,100,100,99,82,100,100,99,69,29,100,100,21,5,98,92,100,11,100,,m.03p7nt_0001,m.03p7nt
214,m.03p7nt_0004,m.03p7nt_0001,0.89056396,m.03p7nt,m.03p7nt,../../../data/tests/images/adults_full_final/m.03p7nt_0004.jpg,25.869978,47.555684,0.658775,0.400623,0.035788,0.089315,0.0,7.44608,-45,0.950552,0.0,0.0,0.086663,0.087589,0.0,0.0,0.006144,82.108158,0.342509,2.914634,2.963415,1.335731,1.583899,-2.941176,-17.386309,1.244089,-15164.852539,0.0,75,77,88,98,84,100.0,100.0,93,4,100,100,100,100,87,100,100,99,65,21,100,100,34,10,100,91,100,12,100,,m.03p7nt_0004,m.03p7nt
220,m.04f4g57_0006,m.04f4g57_0007,0.8877206,m.04f4g57,m.04f4g57,../../../data/tests/images/adults_full_final/m.04f4g57_0006.jpg,26.896204,33.294753,0.528163,0.291887,0.024843,0.104405,0.0,7.276689,-38,0.954526,0.548961,0.0,0.077982,0.110893,0.0,0.0,0.005452,89.43463,0.383915,2.71893,2.775106,1.198182,1.406562,-5.614271,-1.084518,-0.08365,-15749.658203,0.0,82,84,83,86,95,100.0,100.0,91,13,100,97,100,100,82,100,100,99,73,42,100,100,12,2,99,100,100,10,100,,m.04f4g57_0006,m.04f4g57
222,m.04f4g57_0007,m.04f4g57_0006,0.8877206,m.04f4g57,m.04f4g57,../../../data/tests/images/adults_full_final/m.04f4g57_0007.jpg,24.934378,57.861541,0.569796,0.209885,0.023939,0.254649,0.0,7.060739,-25,0.965892,0.0,0.0,0.087579,0.093624,0.0,0.0,0.018665,88.459081,0.377632,2.761364,2.784091,1.218116,1.429962,5.839813,-4.481053,0.526583,-14644.864258,0.0,68,73,84,55,96,100.0,100.0,88,34,100,100,100,100,85,100,100,98,72,38,100,100,14,2,99,99,100,13,100,,m.04f4g57_0007,m.04f4g57
234,m.0p9hf_0005,m.0p9hf_0004,0.885067,m.0p9hf,m.0p9hf,../../../data/tests/images/adults_full_final/m.0p9hf_0005.jpg,21.920467,23.070555,0.480257,0.14619,0.007975,0.36741,0.0,6.248533,3,0.952605,8.218212,0.0,0.01408,0.012493,0.0,0.0,0.010425,83.593514,0.400236,2.914817,2.902772,1.124336,1.374188,-6.691367,3.910563,-0.747395,-904.086731,0.090561,40,89,80,25,85,100.0,100.0,78,81,100,61,100,36,96,100,100,99,66,54,100,100,6,1,99,100,100,69,0,,m.0p9hf_0005,m.0p9hf
242,m.02wvhwd_0003,m.02wvhwd_0001,0.8823745,m.02wvhwd,m.02wvhwd,../../../data/tests/images/adults_full_final/m.02wvhwd_0003.jpg,27.874004,117.404214,0.639118,0.247169,0.004606,0.010532,0.0,6.139887,-38,0.95047,0.0,0.0,0.066023,0.009426,0.0,0.0,0.015288,79.81467,0.375102,2.999039,3.06231,1.219668,1.446273,8.064766,-8.270394,0.332759,-6175.662109,0.0,87,48,87,72,63,100.0,100.0,77,13,100,100,100,99,96,100,100,98,62,37,100,100,14,3,98,98,100,44,100,,m.02wvhwd_0003,m.02wvhwd
240,m.02wvhwd_0001,m.02wvhwd_0003,0.8823745,m.02wvhwd,m.02wvhwd,../../../data/tests/images/adults_full_final/m.02wvhwd_0001.jpg,26.938341,144.789027,0.490358,0.256737,0.005189,0.009504,0.0,6.227826,-43,0.961531,0.0,0.0,0.049205,0.104224,0.0,0.0,0.013767,82.972298,0.407776,2.926829,2.95122,1.115809,1.336518,8.780027,-8.196445,0.642386,-14425.985352,0.0,82,39,81,76,68,100.0,100.0,78,6,100,100,100,95,83,100,100,99,66,60,100,100,6,1,98,98,100,13,100,,m.02wvhwd_0001,m.02wvhwd
254,m.01w6m_0_0003,m.01w6m_0_0004,0.8790397,m.01w6m_0,m.01w6m_0,../../../data/tests/images/adults_full_final/m.01w6m_0_0003.jpg,24.779533,61.80167,0.75293,0.073482,0.007884,0.836659,0.0,5.108322,-32,0.928672,0.0,0.0,0.068332,0.132931,0.0,0.0,0.004174,82.486914,0.41375,2.963194,2.914417,1.10574,1.311178,-6.189364,-4.547098,0.351711,-12360.895508,0.0,66,71,92,7,85,81.0,100.0,64,22,100,100,100,99,75,100,100,100,65,65,100,100,5,1,99,99,100,19,100,,m.01w6m_0_0003,m.01w6m_0
252,m.01w6m_0_0004,m.01w6m_0_0003,0.8790397,m.01w6m_0,m.01w6m_0,../../../data/tests/images/adults_full_final/m.01w6m_0_0004.jpg,23.300444,20.692551,0.769531,0.045505,0.00358,0.9374,0.0,4.415466,-10,0.905311,0.0,0.0,0.082114,0.135375,0.0,0.0,0.004608,83.38397,0.425149,2.891566,2.927711,1.070213,1.281904,5.500623,-5.833902,-0.979529,-12319.241211,0.0,53,90,92,4,53,30.0,100.0,55,62,100,100,100,100,75,100,100,100,66,76,100,100,4,1,99,99,100,19,100,,m.01w6m_0_0004,m.01w6m_0
258,m.03ydvl_0004,m.03ydvl_0002,0.8789291,m.03ydvl,m.03ydvl,../../../data/tests/images/adults_full_final/m.03ydvl_0004.jpg,22.729342,122.703269,0.626939,0.289935,0.020116,0.044212,0.0,7.104339,-24,0.949227,0.0,0.0,0.101242,0.007133,0.040865,0.0,0.094842,84.448498,0.350502,2.866638,2.950951,1.298139,1.554913,10.538306,-7.647573,-0.27805,4242.523926,0.0,47,46,87,86,99,100.0,100.0,89,36,100,100,100,100,96,96,100,91,67,24,100,100,27,8,97,98,100,86,100,,m.03ydvl_0004,m.03ydvl
256,m.03ydvl_0002,m.03ydvl_0004,0.8789291,m.03ydvl,m.03ydvl,../../../data/tests/images/adults_full_final/m.03ydvl_0002.jpg,22.590469,116.571881,0.544753,0.213929,0.012799,0.096869,0.0,6.773247,-29,0.932242,0.0,0.0,0.104651,0.0105,0.041058,0.0,0.08946,85.343779,0.336705,2.845036,2.91646,1.358756,1.611202,10.15829,-6.461097,-0.268957,2920.006104,0.0,46,49,83,57,98,100.0,100.0,85,27,100,100,100,100,96,96,100,91,68,19,100,100,40,13,97,99,100,83,100,,m.03ydvl_0002,m.03ydvl
260,m.027z06s_0002,m.027z06s_0005,0.87889206,m.027z06s,m.027z06s,../../../data/tests/images/adults_full_final/m.027z06s_0002.jpg,24.272701,66.042995,0.689554,0.376308,0.021424,0.027856,0.0,7.160877,-41,0.914591,0.0,0.0,0.107727,0.105817,0.0,0.0,0.005336,88.02408,0.37875,2.749822,2.795274,1.207921,1.432343,1.171489,-9.125017,-0.590889,-9467.798828,0.0,62,69,89,97,98,100.0,100.0,90,9,100,100,100,100,83,100,100,99,71,39,100,100,13,2,100,97,100,29,100,,m.027z06s_0002,m.027z06s
262,m.027z06s_0005,m.027z06s_0002,0.87889206,m.027z06s,m.027z06s,../../../data/tests/images/adults_full_final/m.027z06s_0005.jpg,28.292501,142.861606,0.751837,0.336133,0.021351,0.050827,0.0,7.156925,-35,0.964327,0.0,0.0,0.10044,0.100629,0.0,0.0,0.007411,86.236204,0.3975,2.802326,2.848837,1.150943,1.36478,4.241657,-12.912211,-1.002423,-14299.3125,0.0,88,40,92,94,98,100.0,100.0,89,17,100,100,100,100,84,100,100,99,69,52,100,100,8,1,99,95,100,13,100,,m.027z06s_0005,m.027z06s
264,m.0c8gr5_0003,m.0c8gr5_0005,0.87779033,m.0c8gr5,m.0c8gr5,../../../data/tests/images/adults_full_final/m.0c8gr5_0003.jpg,19.774275,32.915774,0.728408,0.214288,0.005223,0.059633,0.0,5.694016,-13,0.960631,0.0,0.0,0.074792,0.0,0.19313,0.0,0.135668,78.89265,0.360312,3.104188,3.156802,1.262793,1.512577,-15.491978,-1.910019,-1.087245,10889.637695,0.0,22,84,91,57,68,100.0,100.0,71,57,100,100,100,100,97,81,100,86,61,29,100,100,20,5,93,100,100,96,100,,m.0c8gr5_0003,m.0c8gr5
270,m.0krs4m_0002,m.0krs4m_0003,0.8771851,m.0krs4m,m.0krs4m,../../../data/tests/images/adults_full_final/m.0krs4m_0002.jpg,26.529213,79.601185,0.191358,0.454755,0.03764,0.03999,0.0,7.561902,-37,0.933864,0.0,0.0,0.056682,0.029334,0.0,0.0,0.106711,88.858062,0.351392,2.772548,2.772548,1.301964,1.543858,-7.942437,-2.433021,0.870826,-11770.875,0.0,80,63,61,99,82,100.0,100.0,95,14,100,100,100,98,95,100,100,89,72,24,100,100,27,7,98,100,100,21,100,,m.0krs4m_0002,m.0krs4m
268,m.0krs4m_0003,m.0krs4m_0002,0.8771851,m.0krs4m,m.0krs4m,../../../data/tests/images/adults_full_final/m.0krs4m_0003.jpg,23.890356,21.423011,0.177227,0.601242,0.061575,0.020899,0.039608,7.833265,-37,0.931618,0.0,0.0,0.069943,0.010209,0.001442,0.0,0.071365,90.951202,0.346331,2.733165,2.710944,1.32099,1.56642,-8.269417,-3.603309,2.033004,-10708.103516,0.0,58,90,60,98,62,100.0,20.0,98,14,100,100,100,99,96,100,100,93,74,22,100,100,31,9,98,100,100,24,100,,m.0krs4m_0003,m.0krs4m
276,m.02p_q14_0001,m.02p_q14_0003,0.87561154,m.02p_q14,m.02p_q14,../../../data/tests/images/adults_full_final/m.02p_q14_0001.jpg,28.746485,3.017886,0.523265,0.211788,0.013226,0.185466,0.0,6.813305,-34,0.951734,0.0,0.0,0.087501,0.007067,0.0,0.0,0.004604,80.022319,0.353759,2.987267,3.012265,1.300321,1.526464,1.148264,-9.679671,-0.296292,13135.646484,0.0,90,98,82,56,98,100.0,100.0,85,18,100,100,100,100,96,100,100,100,62,25,100,100,27,6,100,97,100,97,100,,m.02p_q14_0001,m.02p_q14
107,m.01syzdc_0005,m.01syzdc_0006,0.87550783,m.01syzdc,m.01syzdc,../../../data/tests/images/adults_full_final/m.01syzdc_0005.jpg,21.548103,27.215902,0.285583,0.506001,0.019337,0.017229,0.0,6.874597,-38,0.915165,0.0,0.0,0.088663,0.125412,0.0,0.0,0.006458,83.083327,0.378752,2.891356,2.927498,1.207914,1.432335,2.471798,-8.439461,-0.581643,-13435.420898,0.0,36,87,69,100,99,100.0,100.0,86,13,100,100,100,100,78,100,100,99,66,39,100,100,13,2,100,98,100,16,100,,m.01syzdc_0005,m.01syzdc
280,m.01syzdc_0006,m.01syzdc_0005,0.87550783,m.01syzdc,m.01syzdc,../../../data/tests/images/adults_full_final/m.01syzdc_0006.jpg,22.155048,61.368395,0.522498,0.59117,0.022523,0.018727,0.0,6.769297,-35,0.917578,0.0,0.0,0.11156,0.135759,0.0,0.0,0.007226,84.006607,0.368758,2.868844,2.892652,1.254208,1.457594,-0.226248,-6.331789,-0.441069,-14715.764648,0.0,42,71,82,98,97,100.0,100.0,85,17,100,100,100,100,74,100,100,99,67,33,100,100,19,3,100,99,100,13,100,,m.01syzdc_0006,m.01syzdc
282,m.0gcf0p_0003,m.0gcf0p_0001,0.8743027,m.0gcf0p,m.0gcf0p,../../../data/tests/images/adults_full_final/m.0gcf0p_0003.jpg,22.088543,67.924805,0.197531,0.49489,0.089125,0.054397,0.015884,7.691511,-38,0.910646,100.0,0.0,0.054275,0.006801,0.0,0.0,0.00412,87.023542,0.367604,2.792366,2.803857,1.244545,1.475772,-0.20482,5.104141,2.107576,-4977.636719,0.0,41,68,61,100,47,100.0,39.0,96,13,100,0,100,97,96,100,100,100,70,32,100,100,17,4,100,99,100,50,100,,m.0gcf0p_0003,m.0gcf0p
296,m.0640z6z_0001,m.0640z6z_0002,0.8719837,m.0640z6z,m.0640z6z,../../../data/tests/images/adults_full_final/m.0640z6z_0001.jpg,21.290434,92.32719,0.445312,0.168454,0.010624,0.272169,0.0,6.591399,-28,0.911863,0.0,0.0,0.060159,0.328066,0.0,0.0,0.019299,91.572208,0.496264,2.76387,2.730165,0.911813,1.103243,13.597331,1.103751,-0.129755,-11829.40332,0.0,34,58,78,35,94,100.0,100.0,82,29,100,100,100,98,11,100,100,98,75,57,100,100,1,0,94,100,100,20,100,,m.0640z6z_0001,m.0640z6z
298,m.0640z6z_0002,m.0640z6z_0001,0.8719837,m.0640z6z,m.0640z6z,../../../data/tests/images/adults_full_final/m.0640z6z_0002.jpg,20.831989,99.092609,0.523333,0.14351,0.007571,0.329847,0.0,6.356013,-28,0.896503,1.632277,0.0,0.067716,0.388987,0.0,0.0,0.008208,93.623078,0.488828,2.752635,2.7414,0.930797,1.114911,18.069621,0.085044,-1.035107,-10192.134766,0.0,30,55,82,24,83,100.0,100.0,79,29,100,92,100,99,4,100,100,99,77,63,100,100,1,0,90,100,100,26,100,,m.0640z6z_0002,m.0640z6z
302,m.0s8zt03_0001,m.0s8zt03_0003,0.8714622,m.0s8zt03,m.0s8zt03,../../../data/tests/images/adults_full_final/m.0s8zt03_0001.jpg,27.2561,0.491765,0.531142,0.168816,0.007373,0.215952,0.0,6.426975,-45,0.919008,3.225741,0.0,0.098623,0.076171,0.0,0.0,0.004889,81.547253,0.362519,2.949718,2.986744,1.268898,1.489576,6.489861,-11.451738,-1.134033,-12314.342773,0.0,84,100,83,35,82,100.0,100.0,80,4,100,84,100,100,89,100,100,100,64,30,100,100,21,4,99,96,100,19,100,,m.0s8zt03_0001,m.0s8zt03
300,m.0s8zt03_0003,m.0s8zt03_0001,0.8714622,m.0s8zt03,m.0s8zt03,../../../data/tests/images/adults_full_final/m.0s8zt03_0003.jpg,25.294493,22.238511,0.156107,0.116511,0.005643,0.437475,0.0,6.129156,-37,0.945644,0.0,0.0,0.084118,0.071308,0.0,0.0,0.045461,84.295297,0.357535,2.869048,2.892857,1.279595,1.517334,-4.797249,-12.586047,0.270453,-13647.532227,0.0,71,89,57,16,71,100.0,100.0,77,14,100,100,100,100,90,100,100,95,67,27,100,100,23,6,99,95,100,15,100,,m.0s8zt03_0003,m.0s8zt03
308,m.03wf24f_0001,m.03wf24f_0005,0.869704,m.03wf24f,m.03wf24f,../../../data/tests/images/adults_full_final/m.03wf24f_0001.jpg,23.640596,51.785687,0.365714,0.285317,0.02519,0.108895,0.0,7.259594,-11,0.952897,0.0,0.0,0.123792,0.11094,0.0,0.0,0.004188,91.566308,0.361259,2.783911,2.761185,1.273326,1.494774,-16.030625,-9.085708,2.451461,-13315.813477,0.0,56,75,74,85,95,100.0,100.0,91,60,100,100,100,100,82,100,100,100,75,29,100,100,22,5,92,98,100,16,100,,m.03wf24f_0001,m.03wf24f
310,m.03wf24f_0005,m.03wf24f_0001,0.869704,m.03wf24f,m.03wf24f,../../../data/tests/images/adults_full_final/m.03wf24f_0005.jpg,23.956135,45.765293,0.407347,0.257182,0.026339,0.137079,0.0,7.189607,-13,0.963992,0.0,0.0,0.108728,0.090385,0.0,0.0,0.004773,89.326206,0.363804,2.707694,2.786341,1.264418,1.484317,4.855703,-5.586495,-0.499479,-12477.126953,0.0,59,78,76,76,94,100.0,100.0,90,57,100,100,100,100,86,100,100,100,72,30,100,100,20,4,99,99,100,18,100,,m.03wf24f_0005,m.03wf24f
221,m.04f4g57_0006,m.04f4g57_0004,0.8691131,m.04f4g57,m.04f4g57,../../../data/tests/images/adults_full_final/m.04f4g57_0006.jpg,26.896204,33.294753,0.528163,0.291887,0.024843,0.104405,0.0,7.276689,-38,0.954526,0.548961,0.0,0.077982,0.110893,0.0,0.0,0.005452,89.43463,0.383915,2.71893,2.775106,1.198182,1.406562,-5.614271,-1.084518,-0.08365,-15749.658203,0.0,82,84,83,86,95,100.0,100.0,91,13,100,97,100,100,82,100,100,99,73,42,100,100,12,2,99,100,100,10,100,,m.04f4g57_0006,m.04f4g57
312,m.04f4g57_0004,m.04f4g57_0006,0.8691131,m.04f4g57,m.04f4g57,../../../data/tests/images/adults_full_final/m.04f4g57_0004.jpg,24.925121,212.934817,0.341821,0.16726,0.009093,0.290253,0.0,6.509294,-21,0.935642,0.0,0.0,0.094806,0.106482,0.0,0.0,0.008095,90.311689,0.376383,2.722054,2.722054,1.215518,1.441351,4.718936,-4.511204,-0.29549,-15771.917969,0.0,68,22,72,34,90,100.0,100.0,81,42,100,100,100,100,83,100,100,99,73,37,100,100,14,3,99,99,100,10,100,,m.04f4g57_0004,m.04f4g57
314,m.06gn7r_0004,m.06gn7r_0001,0.8678374,m.06gn7r,m.06gn7r,../../../data/tests/images/adults_full_final/m.06gn7r_0004.jpg,23.987377,38.076795,0.457959,0.142365,0.014513,0.390512,0.0,6.527897,-25,0.905639,10.196276,0.0,0.096614,0.054608,0.104558,0.0,0.154354,84.4431,0.36625,2.892652,2.868844,1.249147,1.481229,5.832534,-9.251792,-0.916243,-12577.374023,0.0,59,82,79,24,99,100.0,100.0,82,34,100,53,100,100,92,90,100,85,67,32,100,100,18,4,99,97,100,18,100,,m.06gn7r_0004,m.06gn7r
318,m.09g6hcz_0003,m.09g6hcz_0004,0.86766905,m.09g6hcz,m.09g6hcz,../../../data/tests/images/adults_full_final/m.09g6hcz_0003.jpg,20.816267,51.947672,0.470416,0.45897,0.024255,0.047169,0.0,6.965606,-41,0.949293,0.0,0.0,0.057382,0.105066,0.0,0.0,0.008569,90.600297,0.381455,2.744275,2.699833,1.192802,1.428741,6.568629,-14.509723,-1.677528,-13845.104492,0.0,30,75,80,99,96,100.0,100.0,87,9,100,100,100,98,83,100,100,99,74,40,100,100,11,2,99,94,100,15,100,,m.09g6hcz_0003,m.09g6hcz
163,m.09g6hcz_0004,m.09g6hcz_0003,0.86766905,m.09g6hcz,m.09g6hcz,../../../data/tests/images/adults_full_final/m.09g6hcz_0004.jpg,22.378763,78.215098,0.455077,0.472239,0.02144,0.029188,0.0,6.927843,-43,0.966844,0.0,0.0,0.099403,0.107367,0.0,0.0,0.009957,89.058478,0.372552,2.730337,2.764045,1.228015,1.456171,2.076449,-8.977123,-0.439119,-9956.896484,0.0,44,64,79,99,98,100.0,100.0,87,6,100,100,100,100,82,100,100,99,72,35,100,100,15,3,100,98,100,27,100,,m.09g6hcz_0004,m.09g6hcz
322,m.0fd1cb_0004,m.0fd1cb_0005,0.86681795,m.0fd1cb,m.0fd1cb,../../../data/tests/images/adults_full_final/m.0fd1cb_0004.jpg,25.917608,33.164663,0.762167,0.272503,0.028541,0.130374,0.0,7.292085,-9,0.948583,0.140756,0.0,0.103502,0.09341,0.0,0.0,0.042653,86.848341,0.405008,2.95,3.05,1.129608,1.339481,22.905805,-9.18248,-2.89076,-15316.892578,0.0,75,84,92,81,92,100.0,100.0,91,64,100,99,100,100,86,100,100,96,70,58,100,100,6,1,85,97,100,11,100,,m.0fd1cb_0004,m.0fd1cb
330,m.04f2c3k_0001,m.04f2c3k_0003,0.86597323,m.04f2c3k,m.04f2c3k,../../../data/tests/images/adults_full_final/m.04f2c3k_0001.jpg,28.444687,29.429985,0.552653,0.511794,0.034659,0.002171,0.0,7.49621,-25,0.939326,0.0,0.0,0.053136,0.006689,0.0,0.0,0.030899,87.649778,0.373752,2.758438,2.838893,1.217384,1.458186,6.949954,3.09537,0.00969,-6772.791992,0.0,89,86,84,99,85,100.0,100.0,94,34,100,100,100,96,96,100,100,97,71,36,100,100,14,3,99,100,100,41,100,,m.04f2c3k_0001,m.04f2c3k
334,m.03cyr2_0002,m.03cyr2_0007,0.8656604,m.03cyr2,m.03cyr2,../../../data/tests/images/adults_full_final/m.03cyr2_0002.jpg,21.432621,79.534238,0.287347,0.550733,0.049852,0.033734,0.0,7.399824,-44,0.92795,0.131198,0.0,0.102811,0.007092,0.0,0.0,0.046548,85.331826,0.352502,2.847059,2.858824,1.290772,1.54609,-5.054499,-5.159617,0.671058,-4525.188965,0.0,35,63,69,99,71,100.0,100.0,92,5,100,99,100,100,96,100,100,95,68,25,100,100,25,7,99,99,100,52,100,,m.03cyr2_0002,m.03cyr2
